combined,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Manual,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Boxplots,,,,,Boxplot Data,0,0.25,0.75,1,,Boxplot Data,0.01,0.25,0.75,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SONNENTOR always pays a fixed price for coffee, even if the world market price drops.",0.634408274001,0.667998619849,0.630461424689,0.641327601467,0.633452019759,0.656847898414,,,0,2,0,0,2,0,,0.559303690506,37,754,0,193,1,0.7961985216,0.2038014784,0.04677623262,0.04468599034,0.09763741782,0.559303690506,130,754,7,193,0.9,0.8,15.27%,14.71%,12.73%,0.1308133043,0.574915382198,6,863,0,200,1,0.8118532455,0.1881467545,0.006904487917,0.006857142857,0.03604243323,0.574915382198,21,863,0,200,1,0.8118532455,0.1881467545,0.02375565611,0.02320441989,0.06685469017,0.560014135758,60,739,2,191,0.9677419355,0.7946236559,0.1731182796,0.07509386733,0.06968641115,0.1058591012,0.560014135758,145,739,9,191,0.9415584416,0.7946236559,0.1469347856,0.1640271493,0.1396917148,0.1322468475,0.584255985415,93,731,0,191,1,0.7928416486,0.2071583514,0.1128640777,0.1014176663,0.152907607,0.584255985415,153,731,9,191,0.9444444444,0.7928416486,0.1516027959,0.1730769231,0.1462715105,0.1393442486,0.566093301125,7,870,0,200,1,0.8130841121,0.1869158879,0.007981755986,0.007918552036,0.03862534151,0.566093301125,14,870,0,200,1,0.8130841121,0.1869158879,0.01583710407,0.01559020045,0.05440777857,0.583595488941,127,534,11,156,0.9202898551,0.7739130435,0.1463768116,0.1921331316,0.1589486859,0.1359494348,0.583595488941,350,534,44,156,0.8883248731,0.7739130435,0.1144118296,0.3959276018,0.2738654147,0.1418738834,,0.8,0.9,,,,,
This is how we prove that trade can benefit everyone.,0.683147419120,0.755646010825,0.712543172182,0.665650608904,0.704790110966,0.671896775722,,,0,2,0,0,2,0,,0.559479525454,37,753,0,194,1,0.7951425554,0.2048574446,0.04683544304,0.04474002418,0.09795197382,0.559479525454,130,753,7,194,0.9,0.8,15.38%,14.72%,12.75%,0.1314641921,0.575052726014,6,862,0,201,1,0.8109125118,0.1890874882,0.006912442396,0.006864988558,0.03615323458,0.575052726014,21,862,0,201,1,0.8109125118,0.1890874882,0.02378255946,0.0232300885,0.06705955884,0.560030081416,60,738,2,192,0.9677419355,0.7935483871,0.1741935484,0.07518796992,0.06976744186,0.1063082758,0.560030081416,145,738,9,192,0.9415584416,0.7935483871,0.1480100545,0.1642129105,0.1398264224,0.1329580609,0.584268820833,93,730,0,192,1,0.7917570499,0.2082429501,0.1130012151,0.1015283843,0.1534004772,0.584268820833,153,730,9,192,0.9444444444,0.7917570499,0.1526873946,0.1732729332,0.1464114833,0.1400708524,0.566212403858,7,869,0,201,1,0.8121495327,0.1878504673,0.00799086758,0.007927519819,0.03874387963,0.566212403858,14,869,0,201,1,0.8121495327,0.1878504673,0.01585503964,0.01560758082,0.05457450508,0.583779509338,127,534,11,156,0.9202898551,0.7739130435,0.1463768116,0.1921331316,0.1589486859,0.1359494348,0.583779509338,349,534,45,156,0.885786802,0.7739130435,0.1118737586,0.3952434881,0.2732967894,0.138459419,,0.8,0.9,,,,,
The raw material for the box is wood from FSC-certified forests.,0.599425659482,0.653481842565,0.613390055009,0.615853034962,0.615619671360,0.674179727263,,,0,0,0,0,0,2,,0.559789754230,37,752,0,195,1,0.7940865892,0.2059134108,0.04689480355,0.04479418886,0.09826631644,0.559789754230,130,752,7,195,0.9,0.8,15.48%,14.74%,12.76%,0.1321138072,0.575634724079,6,861,0,202,1,0.809971778,0.190028222,0.006920415225,0.006872852234,0.03626395181,0.575634724079,21,861,0,202,1,0.809971778,0.190028222,0.02380952381,0.02325581395,0.06726426597,0.560049859715,60,737,2,193,0.9677419355,0.7924731183,0.1752688172,0.07528230866,0.06984866123,0.1067567904,0.560049859715,145,737,9,193,0.9415584416,0.7924731183,0.1490853233,0.164399093,0.13996139,0.1336677842,0.584715611974,93,729,0,193,1,0.7906724512,0.2093275488,0.1131386861,0.1016393443,0.1538929623,0.584715611974,153,729,9,193,0.9444444444,0.7906724512,0.1537719933,0.1734693878,0.1465517241,0.1407959733,0.566213066646,7,868,0,202,1,0.8112149533,0.1887850467,0.008,0.007936507937,0.03886232589,0.566213066646,14,868,0,202,1,0.8112149533,0.1887850467,0.01587301587,0.015625,0.05474110013,0.583790913110,127,534,11,156,0.9202898551,0.7739130435,0.1463768116,0.1921331316,0.1589486859,0.1359494348,0.583790913110,348,534,46,156,0.883248731,0.7739130435,0.1093356875,0.3945578231,0.2727272727,0.1350593387,,0.8,0.9,,,,,
"Inside the box, our spices are protected by compostable wood foil.",0.596981344832,0.629053977670,0.618417521379,0.604876383032,0.600050068427,0.632213561923,,,0,0,0,0,0,2,,0.559789754230,37,752,0,195,1,0.7940865892,0.2059134108,0.04689480355,0.04479418886,0.09826631644,0.559789754230,130,752,7,195,0.9,0.8,15.48%,14.74%,12.76%,0.1321138072,0.576061373096,6,860,0,203,1,0.8090310442,0.1909689558,0.006928406467,0.006880733945,0.03637458657,0.576061373096,21,860,0,203,1,0.8090310442,0.1909689558,0.02383654938,0.02328159645,0.0674688146,0.560304626207,60,736,2,194,0.9677419355,0.7913978495,0.176344086,0.07537688442,0.06993006993,0.1072046563,0.560304626207,145,736,9,194,0.9415584416,0.7913978495,0.1501605921,0.1645856981,0.1400966184,0.1343760385,0.585065553011,93,728,0,194,1,0.7895878525,0.2104121475,0.1132764921,0.101750547,0.1543850704,0.585065553011,153,728,9,194,0.9444444444,0.7895878525,0.1548565919,0.1736662883,0.1466922339,0.1415196324,0.566217681908,7,867,0,203,1,0.8102803738,0.1897196262,0.008009153318,0.007945516459,0.03898068205,0.566217681908,14,867,0,203,1,0.8102803738,0.1897196262,0.01589103292,0.0156424581,0.05490756619,0.583835348692,126,534,12,156,0.9130434783,0.7739130435,0.1391304348,0.1909090909,0.1578947368,0.1289316742,0.583835348692,347,534,47,156,0.8807106599,0.7739130435,0.1067976164,0.3938706016,0.2721568627,0.1316734586,,0.8,0.9,,,,,
Spices in tins A number of our spices is also available in tins that are made of tinplate and can be re-filled.,0.569408513922,0.611046953652,0.587153287200,0.552515750978,0.577072469882,0.610072894573,,,0,0,0,0,0,2,,0.559831025043,37,750,0,197,1,0.7919746568,0.2080253432,0.04701397713,0.04490291262,0.09889438167,0.559831025043,130,750,7,197,0.9,0.8,15.69%,14.77%,12.78%,0.1334092924,0.576078147851,6,859,0,204,1,0.8080903104,0.1919096896,0.006936416185,0.006888633754,0.03648514049,0.576078147851,21,859,0,204,1,0.8080903104,0.1919096896,0.02386363636,0.02330743618,0.06767320774,0.560596422237,60,735,2,195,0.9677419355,0.7903225806,0.1774193548,0.07547169811,0.07001166861,0.1076518846,0.560596422237,145,735,9,195,0.9415584416,0.7903225806,0.1512358609,0.1647727273,0.1402321083,0.1350828447,0.585065553011,93,728,0,194,1,0.7895878525,0.2104121475,0.1132764921,0.101750547,0.1543850704,0.585065553011,153,728,9,194,0.9444444444,0.7895878525,0.1548565919,0.1736662883,0.1466922339,0.1415196324,0.566545099758,7,866,0,204,1,0.8093457944,0.1906542056,0.008018327606,0.007954545455,0.03909894986,0.566545099758,14,866,0,204,1,0.8093457944,0.1906542056,0.01590909091,0.01565995526,0.0550739057,0.583881670604,126,533,12,157,0.9130434783,0.7724637681,0.1405797101,0.191198786,0.1580928482,0.129987225,0.583881670604,347,533,47,157,0.8807106599,0.7724637681,0.1082468918,0.3943181818,0.2723704867,0.1332084182,,0.8,0.9,,,,,
"By the way, our tins no longer have a viewing window.",0.600776474784,0.601806117912,0.574856647936,0.555714257773,0.580672417714,0.580514687664,,,0,0,0,0,0,1,,0.559868760979,37,749,0,198,1,0.7909186906,0.2090813094,0.04707379135,0.04495747266,0.09920811425,0.559868760979,130,749,7,198,0.9,0.8,15.80%,14.79%,12.80%,0.1340551985,0.576337242522,6,858,0,205,1,0.8071495767,0.1928504233,0.006944444444,0.006896551724,0.03659561519,0.576337242522,21,858,0,205,1,0.8071495767,0.1928504233,0.02389078498,0.02333333333,0.06787744837,0.560815767329,60,734,2,196,0.9677419355,0.7892473118,0.1784946237,0.07556675063,0.07009345794,0.1080984862,0.560815767329,145,734,9,196,0.9415584416,0.7892473118,0.1523111297,0.164960182,0.1403678606,0.1357882233,0.585184980399,93,726,0,196,1,0.7874186551,0.2125813449,0.1135531136,0.1019736842,0.1553681872,0.585184980399,153,726,9,196,0.9444444444,0.7874186551,0.1570257893,0.1740614334,0.1469740634,0.1429626484,0.567007590508,7,865,0,205,1,0.808411215,0.191588785,0.008027522936,0.007963594994,0.03921713103,0.567007590508,14,865,0,205,1,0.808411215,0.191588785,0.01592718999,0.0156774916,0.0552401211,0.583969020233,126,532,12,158,0.9130434783,0.7710144928,0.1420289855,0.1914893617,0.1582914573,0.1310399341,0.583969020233,347,532,47,158,0.8807106599,0.7710144928,0.1096961671,0.3947667804,0.2725844462,0.1347388206,,0.8,0.9,,,,,
That is a shame because it means that we cannot look at our colourful spices.,0.587677205192,0.606484348169,0.620168893773,0.568015374286,0.558077255110,0.595459904863,,,0,0,0,0,0,0,,0.559961878627,37,748,0,199,1,0.7898627244,0.2101372756,0.04713375796,0.04501216545,0.09952165336,0.559961878627,130,748,7,199,0.9,0.8,15.90%,14.81%,12.81%,0.1346999036,0.576469679383,6,857,0,206,1,0.8062088429,0.1937911571,0.006952491309,0.006904487917,0.03670601225,0.576469679383,21,857,0,206,1,0.8062088429,0.1937911571,0.02391799544,0.0233592881,0.06808153944,0.560904498978,60,733,2,197,0.9677419355,0.788172043,0.1795698925,0.07566204288,0.0701754386,0.1085444718,0.560904498978,145,733,9,197,0.9415584416,0.788172043,0.1533863985,0.1651480638,0.140503876,0.1364921947,0.585398626609,93,725,0,197,1,0.7863340564,0.2136659436,0.1136919315,0.1020856202,0.1558592116,0.585398626609,153,725,9,197,0.9444444444,0.7863340564,0.158110388,0.1742596811,0.1471153846,0.1436820462,0.567202489041,7,864,0,206,1,0.8074766355,0.1925233645,0.00803673938,0.007972665148,0.03933522728,0.567202489041,14,864,0,206,1,0.8074766355,0.1925233645,0.0159453303,0.01569506726,0.05540621478,0.584053048507,126,531,12,159,0.9130434783,0.7695652174,0.1434782609,0.1917808219,0.158490566,0.1320898517,0.584053048507,347,531,47,159,0.8807106599,0.7695652174,0.1111454425,0.3952164009,0.2727987421,0.136264726,,0.8,0.9,,,,,
"Ecologically, however, it makes perfect sense, because we save plastic and better protect our products.",0.619089573253,0.622706152407,0.652671390816,0.632127644723,0.601076899905,0.697808225396,,,0,0,0,0,0,2,,0.560415378751,37,748,0,199,1,0.7898627244,0.2101372756,0.04713375796,0.04501216545,0.09952165336,0.560415378751,129,748,8,199,0.9,0.8,15.17%,14.71%,12.72%,0.1282801027,0.576469681884,6,856,0,207,1,0.8052681091,0.1947318909,0.006960556845,0.006912442396,0.03681633328,0.576469681884,21,856,0,207,1,0.8052681091,0.1947318909,0.02394526796,0.02338530067,0.06828548387,0.561084964618,60,732,2,198,0.9677419355,0.7870967742,0.1806451613,0.07575757576,0.07025761124,0.1089898522,0.561084964618,145,732,9,198,0.9415584416,0.7870967742,0.1544616674,0.165336374,0.1406401552,0.1371947788,0.585861633543,93,725,0,197,1,0.7863340564,0.2136659436,0.1136919315,0.1020856202,0.1558592116,0.585861633543,152,725,10,197,0.9382716049,0.7863340564,0.1519375485,0.17331813,0.146294514,0.137817102,0.567232354975,7,863,0,207,1,0.8065420561,0.1934579439,0.008045977011,0.007981755986,0.03945324029,0.567232354975,14,863,0,207,1,0.8065420561,0.1934579439,0.01596351197,0.01571268238,0.05557218912,0.584284068003,126,530,12,160,0.9130434783,0.768115942,0.1449275362,0.1920731707,0.1586901763,0.133137027,0.584284068003,347,530,47,160,0.8807106599,0.768115942,0.1125947179,0.3956670468,0.2730133753,0.137786194,,0.8,0.9,,,,,
The new tins are also more durable and can therefore be reused more often than the old tins.,0.591972579211,0.626122325091,0.620127210057,0.597701953066,0.608021057426,0.642771409844,,,0,0,0,0,0,2,,0.560516882393,37,747,0,200,1,0.7888067582,0.2111932418,0.04719387755,0.04506699147,0.09983500385,0.560516882393,129,747,8,200,0.9,0.8,15.28%,14.73%,12.73%,0.1289354367,0.576767378985,6,855,0,208,1,0.8043273754,0.1956726246,0.006968641115,0.006920415225,0.03692657982,0.576767378985,21,855,0,208,1,0.8043273754,0.1956726246,0.02397260274,0.02341137124,0.06848928455,0.561205590775,60,731,2,199,0.9677419355,0.7860215054,0.1817204301,0.07585335019,0.07033997655,0.1094346377,0.561205590775,145,731,9,199,0.9415584416,0.7860215054,0.1555369362,0.1655251142,0.140776699,0.1378959953,0.585994298160,93,724,0,198,1,0.7852494577,0.2147505423,0.1138310894,0.1021978022,0.1563498902,0.585994298160,152,724,10,198,0.9382716049,0.7852494577,0.1530221472,0.1735159817,0.1464354528,0.1385458556,0.567318195938,7,862,0,208,1,0.8056074766,0.1943925234,0.008055235903,0.00799086758,0.03957117175,0.567318195938,14,862,0,208,1,0.8056074766,0.1943925234,0.01598173516,0.01573033708,0.05573804648,0.584321013787,126,529,12,161,0.9130434783,0.7666666667,0.1463768116,0.1923664122,0.15889029,0.1341815085,0.584321013787,347,529,47,161,0.8807106599,0.7666666667,0.1140439932,0.3961187215,0.2732283465,0.1393032829,,0.8,0.9,,,,,
The changeover is ongoing.,0.616009358530,0.628137370221,0.653494449782,0.634674086811,0.615825679319,0.640978837847,,,0,0,0,0,0,0,,0.560714479993,37,746,0,201,1,0.787750792,0.212249208,0.0472541507,0.04512195122,0.1001481705,0.560714479993,129,746,8,201,0.9,0.8,15.39%,14.74%,12.75%,0.1295895113,0.576773039136,6,854,0,209,1,0.8033866416,0.1966133584,0.006976744186,0.006928406467,0.03703675344,0.576773039136,21,854,0,209,1,0.8033866416,0.1966133584,0.024,0.0234375,0.06869294434,0.561355875133,60,730,2,200,0.9677419355,0.7849462366,0.1827956989,0.07594936709,0.07042253521,0.1098788389,0.561355875133,145,730,9,200,0.9415584416,0.7849462366,0.156612205,0.1657142857,0.1409135083,0.1385958637,0.586070204774,93,723,0,199,1,0.784164859,0.215835141,0.1139705882,0.102310231,0.1568402307,0.586070204774,152,723,10,199,0.9382716049,0.784164859,0.1541067459,0.1737142857,0.1465766635,0.139273166,0.567582080301,7,861,0,209,1,0.8046728972,0.1953271028,0.008064516129,0.008,0.03968902331,0.567582080301,14,861,0,209,1,0.8046728972,0.1953271028,0.016,0.0157480315,0.05590378918,0.584711463965,126,528,12,162,0.9130434783,0.7652173913,0.147826087,0.1926605505,0.1590909091,0.1352233439,0.584711463965,347,528,47,162,0.8807106599,0.7652173913,0.1154932686,0.3965714286,0.2734436564,0.1408160505,,0.8,0.9,,,,,
Spices to sample Our Try it!,0.566497270036,0.604740517727,0.590251907375,0.555100412519,0.556532586501,0.546567057881,,,0,0,0,0,0,0,,0.560890694351,37,745,0,202,1,0.7866948258,0.2133051742,0.04731457801,0.04517704518,0.1004611582,0.560890694351,129,745,8,202,0.9,0.8,15.49%,14.76%,12.76%,0.1302423444,0.576993871896,6,853,0,210,1,0.8024459078,0.1975540922,0.006984866123,0.006936416185,0.03714685567,0.576993871896,21,853,0,210,1,0.8024459078,0.1975540922,0.02402745995,0.02346368715,0.06889646608,0.561526523497,60,729,2,201,0.9677419355,0.7838709677,0.1838709677,0.07604562738,0.0705052879,0.1103224658,0.561526523497,145,729,9,201,0.9415584416,0.7838709677,0.1576874738,0.1659038902,0.1410505837,0.1392944031,0.586453129754,93,722,0,200,1,0.7830802603,0.2169197397,0.1141104294,0.1024229075,0.1573302407,0.586453129754,152,722,10,200,0.9382716049,0.7830802603,0.1551913446,0.1739130435,0.1467181467,0.1399990537,0.567618020951,7,860,0,210,1,0.8037383178,0.1962616822,0.008073817762,0.008009153318,0.03980679661,0.567618020951,14,860,0,210,1,0.8037383178,0.1962616822,0.01601830664,0.01576576577,0.05606941954,0.585145948434,126,527,12,163,0.9130434783,0.7637681159,0.1492753623,0.1929555896,0.1592920354,0.13626258,0.585145948434,347,527,47,163,0.8807106599,0.7637681159,0.116942544,0.3970251716,0.273659306,0.1423245534,,0.8,0.9,,,,,
"As with our spices, the boxes are made of FSC-certified cardboard and the small spice sachets are made of compostable wood foil.",0.587454992452,0.640723326337,0.600908372153,0.594487357480,0.590878212733,0.640031619039,,,0,0,0,0,0,2,,0.560893107490,37,744,0,203,1,0.7856388596,0.2143611404,0.04737516005,0.04523227384,0.1007739715,0.560893107490,129,744,8,203,0.9,0.8,15.60%,14.78%,12.77%,0.1308939538,0.577189516900,6,852,0,211,1,0.801505174,0.198494826,0.006993006993,0.006944444444,0.03725688803,0.577189516900,21,852,0,211,1,0.801505174,0.198494826,0.02405498282,0.02348993289,0.06909985259,0.561559201103,60,728,2,202,0.9677419355,0.7827956989,0.1849462366,0.07614213198,0.07058823529,0.1107655287,0.561559201103,145,728,9,202,0.9415584416,0.7827956989,0.1587627426,0.166093929,0.141187926,0.1399916325,0.586481901766,93,721,0,201,1,0.7819956616,0.2180043384,0.1142506143,0.1025358324,0.1578199277,0.586481901766,152,721,10,201,0.9382716049,0.7819956616,0.1562759433,0.1741122566,0.1468599034,0.1407235387,0.567744991099,7,859,0,211,1,0.8028037383,0.1971962617,0.008083140878,0.008018327606,0.03992449328,0.567744991099,14,859,0,211,1,0.8028037383,0.1971962617,0.01603665521,0.01578354002,0.05623493983,0.585296086323,125,527,13,163,0.9057971014,0.7637681159,0.1420289855,0.1917177914,0.1582278481,0.1293781515,0.585296086323,346,527,48,163,0.8781725888,0.7637681159,0.1144044729,0.3963344788,0.27308603,0.1389848015,,0.8,0.9,,,,,
Ayurveda Magic Salt fine package  2.,0.519969160911,0.556653779941,0.545240665238,0.514432603490,0.542931960313,0.535766290999,,,0,0,0,0,0,0,,0.561331765586,37,743,0,204,1,0.7845828933,0.2154171067,0.04743589744,0.0452876377,0.1010866152,0.561331765586,129,743,8,204,0.9,0.8,15.70%,14.79%,12.78%,0.1315443567,0.577233227811,6,851,0,212,1,0.8005644403,0.1994355597,0.007001166861,0.006952491309,0.03736685205,0.577233227811,21,851,0,212,1,0.8005644403,0.1994355597,0.02408256881,0.0235162374,0.06930310664,0.561559204288,60,727,2,203,0.9677419355,0.7817204301,0.1860215054,0.07623888183,0.07067137809,0.1112080375,0.561559204288,145,727,9,203,0.9415584416,0.7817204301,0.1598380115,0.1662844037,0.1413255361,0.1406875704,0.586734383460,93,720,0,202,1,0.7809110629,0.2190889371,0.1143911439,0.1026490066,0.1583092989,0.586734383460,152,720,10,202,0.9382716049,0.7809110629,0.157360542,0.1743119266,0.1470019342,0.1414466407,0.567827140262,7,858,0,212,1,0.8018691589,0.1981308411,0.008092485549,0.008027522936,0.04004211494,0.567827140262,14,858,0,212,1,0.8018691589,0.1981308411,0.01605504587,0.0158013544,0.05640035233,0.585487541052,125,527,13,163,0.9057971014,0.7637681159,0.1420289855,0.1917177914,0.1582278481,0.1293781515,0.585487541052,345,527,49,163,0.8756345178,0.7637681159,0.1118664018,0.3956422018,0.2725118483,0.135658232,,0.8,0.9,,,,,
59  17.,0.536919441758,0.527716331257,0.540328160574,0.529761758733,0.515699563122,0.522242703616,,,0,0,0,0,0,0,,0.561333281097,37,742,0,205,1,0.7835269271,0.2164730729,0.04749679076,0.04534313725,0.1013990939,0.561333281097,129,742,8,205,0.9,0.8,15.81%,14.81%,12.80%,0.1321935705,0.577482759443,6,850,0,213,1,0.7996237065,0.2003762935,0.007009345794,0.006960556845,0.03747674919,0.577482759443,21,850,0,213,1,0.7996237065,0.2003762935,0.02411021814,0.0235426009,0.06950623099,0.561663841343,60,726,2,204,0.9677419355,0.7806451613,0.1870967742,0.07633587786,0.07075471698,0.1116500021,0.561663841343,145,726,9,204,0.9415584416,0.7806451613,0.1609132803,0.1664753157,0.1414634146,0.1413822353,0.586852823761,93,719,0,203,1,0.7798264642,0.2201735358,0.1145320197,0.1027624309,0.1587983619,0.586852823761,152,719,10,203,0.9382716049,0.7798264642,0.1584451407,0.1745120551,0.1471442401,0.1421683795,0.568015374286,7,857,0,213,1,0.8009345794,0.1990654206,0.008101851852,0.00803673938,0.04015966317,0.568015374286,14,857,0,213,1,0.8009345794,0.1990654206,0.01607347876,0.01581920904,0.05656565928,0.585537056070,124,527,14,163,0.8985507246,0.7637681159,0.1347826087,0.1904761905,0.1571609632,0.1225239019,0.585537056070,344,527,50,163,0.8730964467,0.7637681159,0.1093283308,0.3949483352,0.2719367589,0.1323446819,,0.8,0.9,,,,,
69  156.,0.527108337723,0.543305181942,0.560112834706,0.514422397488,0.537305145203,0.518501420779,,,0,0,0,0,0,0,,0.561356000431,37,741,0,206,1,0.7824709609,0.2175290391,0.04755784062,0.04539877301,0.1017114122,0.561356000431,129,741,8,206,0.9,0.8,15.91%,14.83%,12.81%,0.132841612,0.577628891176,6,849,0,214,1,0.7986829727,0.2013170273,0.00701754386,0.006968641115,0.03758658097,0.577628891176,21,849,0,214,1,0.7986829727,0.2013170273,0.02413793103,0.02356902357,0.06970922837,0.561668391710,60,725,2,205,0.9677419355,0.7795698925,0.188172043,0.07643312102,0.07083825266,0.1120914322,0.561668391710,145,725,9,205,0.9415584416,0.7795698925,0.1619885491,0.1666666667,0.1416015625,0.1420756453,0.586989028688,93,718,0,204,1,0.7787418655,0.2212581345,0.1146732429,0.1028761062,0.1592871238,0.586989028688,152,718,10,204,0.9382716049,0.7787418655,0.1595297394,0.1747126437,0.1472868217,0.1428887742,0.568029185625,7,856,0,214,1,0.8,0.2,0.008111239861,0.008045977011,0.04027713957,0.568029185625,14,856,0,214,1,0.8,0.2,0.01609195402,0.01583710407,0.05673086289,0.585548886803,124,526,14,164,0.8985507246,0.7623188406,0.1362318841,0.1907692308,0.1573604061,0.1235879624,0.585548886803,344,526,50,164,0.8730964467,0.7623188406,0.1107776061,0.3954022989,0.2721518987,0.1338622496,,0.8,0.9,,,,,
99  199.,0.537256153770,0.534943745855,0.559671339986,0.501720661213,0.543257537149,0.503866720301,,,0,0,0,0,0,0,,0.561770398513,37,740,0,207,1,0.7814149947,0.2185850053,0.04761904762,0.04545454545,0.1020235746,0.561770398513,129,740,8,207,0.9,0.8,16.02%,14.84%,12.82%,0.133488498,0.577665359189,6,848,0,215,1,0.7977422389,0.2022577611,0.007025761124,0.006976744186,0.03769634882,0.577665359189,21,848,0,215,1,0.7977422389,0.2022577611,0.02416570771,0.02359550562,0.0699121015,0.562519231161,60,724,2,206,0.9677419355,0.7784946237,0.1892473118,0.07653061224,0.07092198582,0.1125323373,0.562519231161,145,724,9,206,0.9415584416,0.7784946237,0.1630638179,0.166858458,0.1417399804,0.1427678183,0.587026627667,93,717,0,205,1,0.7776572668,0.2223427332,0.1148148148,0.1029900332,0.1597755918,0.587026627667,152,717,10,205,0.9382716049,0.7776572668,0.1606143381,0.1749136939,0.1474296799,0.1436078439,0.568235045813,7,855,0,215,1,0.7990654206,0.2009345794,0.008120649652,0.008055235903,0.0403945457,0.568235045813,14,855,0,215,1,0.7990654206,0.2009345794,0.01611047181,0.01585503964,0.05689596538,0.585554335926,124,525,14,165,0.8985507246,0.7608695652,0.1376811594,0.1910631741,0.1575603558,0.1246492699,0.585554335926,344,525,50,165,0.8730964467,0.7608695652,0.1122268815,0.3958573072,0.2723673793,0.1353756121,,0.8,0.9,,,,,
29  73.,0.549782969905,0.542019470752,0.545299049751,0.534319627777,0.546508268627,0.536662599988,,,0,0,0,0,0,0,,0.561781060604,37,739,0,208,1,0.7803590285,0.2196409715,0.04768041237,0.0455104551,0.1023355857,0.561781060604,129,739,8,208,0.9,0.8,16.12%,14.86%,12.84%,0.134134245,0.577670377634,6,847,0,216,1,0.7968015052,0.2031984948,0.007033997655,0.006984866123,0.03780605423,0.577670377634,21,847,0,216,1,0.7968015052,0.2031984948,0.02419354839,0.02362204724,0.07011485304,0.562596167830,60,723,2,207,0.9677419355,0.7774193548,0.1903225806,0.07662835249,0.07100591716,0.1129727272,0.562596167830,145,723,9,207,0.9415584416,0.7774193548,0.1641390867,0.1670506912,0.1418786693,0.1434587721,0.587034656605,93,716,0,206,1,0.7765726681,0.2234273319,0.1149567367,0.1031042129,0.1602637731,0.587034656605,152,716,10,206,0.9382716049,0.7765726681,0.1616989368,0.1751152074,0.1475728155,0.1443256074,0.568610206534,7,854,0,216,1,0.7981308411,0.2018691589,0.008130081301,0.008064516129,0.04051188312,0.568610206534,14,854,0,216,1,0.7981308411,0.2018691589,0.01612903226,0.01587301587,0.05706096893,0.585659065662,124,524,14,166,0.8985507246,0.7594202899,0.1391304348,0.1913580247,0.1577608142,0.1257078722,0.585659065662,344,524,50,166,0.8730964467,0.7594202899,0.1136761568,0.3963133641,0.2725832013,0.1368848236,,0.8,0.9,,,,,
Spain is always worth a visit.,0.534226439851,0.555466751612,0.580084230347,0.507710107423,0.520152589576,0.526548717394,,,0,0,0,0,0,0,,0.562080090085,37,738,0,209,1,0.7793030623,0.2206969377,0.04774193548,0.04556650246,0.1026474499,0.562080090085,129,738,8,209,0.9,0.8,16.23%,14.88%,12.85%,0.1347788692,0.577823822812,6,846,0,217,1,0.7958607714,0.2041392286,0.007042253521,0.006993006993,0.03791569861,0.577823822812,21,846,0,217,1,0.7958607714,0.2041392286,0.02422145329,0.02364864865,0.07031748566,0.562630867067,60,722,2,208,0.9677419355,0.776344086,0.1913978495,0.07672634271,0.07109004739,0.113412611,0.562630867067,145,722,9,208,0.9415584416,0.776344086,0.1652143555,0.1672433679,0.1420176298,0.144148524,0.587108114221,93,715,0,207,1,0.7754880694,0.2245119306,0.1150990099,0.1032186459,0.1607516747,0.587108114221,152,715,10,207,0.9382716049,0.7754880694,0.1627835355,0.1753171857,0.1477162293,0.1450420832,0.568670230061,7,853,0,217,1,0.7971962617,0.2028037383,0.008139534884,0.008073817762,0.04062915336,0.568670230061,14,853,0,217,1,0.7971962617,0.2028037383,0.01614763552,0.01589103292,0.0572258757,0.586372018133,124,523,14,167,0.8985507246,0.7579710145,0.1405797101,0.1916537867,0.1579617834,0.126763816,0.586372018133,344,523,50,167,0.8730964467,0.7579710145,0.1151254322,0.3967704729,0.2727993656,0.1383899378,,0.8,0.9,,,,,
