combined,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Manual,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Boxplots,,,,,Boxplot Data,0,0.25,0.75,1,,Boxplot Data,0.01,0.25,0.75,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peppermint and apple mint develop a particularly refreshing flavour in the mountains of the Waldviertel.,-0.056594203023,-0.029405670781,0.007292016307,-0.134363063783,0.021031407027,-0.042870465556,,,0,0,0,0,0,0,,0.001150298538,33,560,4,387,0.8918918919,0.5913410771,0.3005508148,0.05564924115,0.05238095238,0.1168363647,0.001150298538,113,560,24,387,0.8,0.6,23.35%,16.79%,13.95%,0.1599005269,0.073474552947,6,653,0,410,1,0.6142991533,0.3857008467,0.009104704097,0.009022556391,0.05925953154,0.073474552947,20,653,1,410,0.9523809524,0.6142991533,0.338081799,0.02971768202,0.0288184438,0.09604386471,0.046741273174,60,543,2,387,0.9677419355,0.5838709677,0.3838709677,0.09950248756,0.09022556391,0.19032206,0.046741273174,130,543,24,387,0.8441558442,0.5838709677,0.2602848764,0.1931649331,0.1571946796,0.1872933364,0.031530692899,79,534,14,388,0.8494623656,0.579175705,0.2702866606,0.1288743883,0.111898017,0.1594366951,0.031530692899,139,534,23,388,0.8580246914,0.579175705,0.2788489864,0.20653789,0.1664670659,0.2049102083,0.016729622201,7,659,0,411,1,0.6158878505,0.3841121495,0.01051051051,0.01040118871,0.06353908077,0.016729622201,14,659,0,411,1,0.6158878505,0.3841121495,0.02080237741,0.02037845706,0.08938929412,0.098827436302,117,367,21,323,0.847826087,0.531884058,0.315942029,0.2417355372,0.1881028939,0.2389293983,0.098827436302,306,367,88,323,0.7766497462,0.531884058,0.2447656882,0.4546805349,0.2867853796,0.2426580765,,0.6,0.8,,,,,
This special mint has become one of the most popular ingredients of SONNENTOR herbal mixtures that have charmed tea-drinkers around the world.,-0.100568387573,-0.054529159597,0.014856021302,-0.027285229782,0.074086995155,-0.068098490697,,,0,0,0,0,0,0,,0.001724960125,33,559,4,388,0.8918918919,0.5902851109,0.301606781,0.05574324324,0.05246422893,0.1171960748,0.001724960125,113,559,24,388,0.8,0.6,23.45%,16.82%,13.97%,0.1605479964,0.073600924668,6,652,0,411,1,0.6133584196,0.3866415804,0.009118541033,0.009036144578,0.05937682306,0.073600924668,20,652,1,411,0.9523809524,0.6133584196,0.3390225328,0.02976190476,0.02886002886,0.09626570578,0.046889919156,60,542,2,388,0.9677419355,0.5827956989,0.3849462366,0.09966777409,0.09036144578,0.1907685804,0.046889919156,130,542,24,388,0.8441558442,0.5827956989,0.2613601452,0.193452381,0.1573849879,0.1879784018,0.031558176915,79,533,14,389,0.8494623656,0.5780911063,0.2713712593,0.1290849673,0.1120567376,0.1600083146,0.031558176915,139,533,23,389,0.8580246914,0.5780911063,0.2799335851,0.2068452381,0.1666666667,0.205610235,0.017151570998,7,658,0,412,1,0.614953271,0.385046729,0.01052631579,0.01041666667,0.06366414582,0.017151570998,14,658,0,412,1,0.614953271,0.385046729,0.02083333333,0.02040816327,0.08956454016,0.100062705826,117,366,21,324,0.847826087,0.5304347826,0.3173913043,0.2422360248,0.1884057971,0.2399252742,0.100062705826,306,366,88,324,0.7766497462,0.5304347826,0.2462149636,0.4553571429,0.287054409,0.2439797911,,0.6,0.8,,,,,
"The Grünstäudl family, however, is happy to stay behind and continue their work with nature in their peaceful surroundings.",0.105391453478,0.146312578464,0.148259905370,0.153172249936,0.154741789019,0.311273681285,,,0,0,0,0,0,1,,0.001781984615,33,558,4,389,0.8918918919,0.5892291447,0.3026627472,0.05583756345,0.0525477707,0.1175560015,0.001781984615,113,558,24,389,0.8,0.6,23.56%,16.84%,13.99%,0.1611954731,0.073725773267,6,651,0,412,1,0.6124176858,0.3875823142,0.009132420091,0.009049773756,0.05949423933,0.073725773267,20,651,1,412,0.9523809524,0.6124176858,0.3399632666,0.02980625931,0.0289017341,0.09648770736,0.047071280213,60,541,2,389,0.9677419355,0.5817204301,0.3860215054,0.09983361065,0.09049773756,0.1912155488,0.047071280213,130,541,24,389,0.8441558442,0.5817204301,0.262435414,0.1937406855,0.1575757576,0.1886635442,0.031622922146,79,532,14,390,0.8494623656,0.5770065076,0.272455858,0.1292962357,0.1122159091,0.160580127,0.031622922146,139,532,23,390,0.8580246914,0.5770065076,0.2810181838,0.2071535022,0.1668667467,0.2063103921,0.017369571165,7,657,0,413,1,0.6140186916,0.3859813084,0.01054216867,0.01043219076,0.06378934126,0.017369571165,14,657,0,413,1,0.6140186916,0.3859813084,0.02086438152,0.0204379562,0.08973996478,0.100358437497,117,366,21,324,0.847826087,0.5304347826,0.3173913043,0.2422360248,0.1884057971,0.2399252742,0.100358437497,305,366,89,324,0.7741116751,0.5304347826,0.2436768925,0.4545454545,0.2863849765,0.2413518978,,0.6,0.8,,,,,
Packaging Guide Packaging is not just a visual thing.,0.093704161439,0.031263695326,0.035260197375,-0.017078516436,0.082649680643,0.114920399568,,,0,0,0,0,0,0,,0.002832946666,33,558,4,389,0.8918918919,0.5892291447,0.3026627472,0.05583756345,0.0525477707,0.1175560015,0.002832946666,112,558,25,389,0.8,0.6,22.83%,16.72%,13.88%,0.1561287504,0.073741468536,6,650,0,413,1,0.611476952,0.388523048,0.009146341463,0.009063444109,0.05961178125,0.073741468536,20,650,1,413,0.9523809524,0.611476952,0.3409040004,0.02985074627,0.02894356006,0.09670987128,0.047151431621,60,540,2,390,0.9677419355,0.5806451613,0.3870967742,0.1,0.09063444109,0.1916629695,0.047151431621,130,540,24,390,0.8441558442,0.5806451613,0.2635106829,0.1940298507,0.1577669903,0.1893487704,0.031857053829,79,531,14,391,0.8494623656,0.5759219089,0.2735404567,0.1295081967,0.1123755334,0.1611521386,0.031857053829,139,531,23,391,0.8580246914,0.5759219089,0.2821027825,0.2074626866,0.1670673077,0.2070106865,0.017388239527,7,656,0,414,1,0.6130841121,0.3869158879,0.01055806938,0.01044776119,0.06391466803,0.017388239527,14,656,0,414,1,0.6130841121,0.3869158879,0.02089552239,0.02046783626,0.08991556927,0.100483622338,117,365,21,325,0.847826087,0.5289855072,0.3188405797,0.2427385892,0.1887096774,0.240921806,0.100483622338,305,365,89,325,0.7741116751,0.5289855072,0.2451261679,0.4552238806,0.2866541353,0.2426748446,,0.6,0.8,,,,,
"Especially in the food industry, packaging plays an important role it covers products and their valuable ingredients and protects them from damage during transport.",0.053651492780,0.043067457958,0.042783746043,0.094293578940,0.102513308856,0.152882988916,,,0,0,0,0,0,1,,0.002914412441,33,557,4,390,0.8918918919,0.5881731785,0.3037187134,0.05593220339,0.05263157895,0.1179161488,0.002914412441,112,557,25,390,0.8,0.6,22.93%,16.74%,13.90%,0.156778886,0.073895878425,6,649,0,414,1,0.6105362183,0.3894637817,0.009160305344,0.009077155825,0.0597294497,0.073895878425,20,649,1,414,0.9523809524,0.6105362183,0.3418447341,0.02989536622,0.02898550725,0.09693219932,0.047170844371,60,539,2,391,0.9677419355,0.5795698925,0.388172043,0.1001669449,0.09077155825,0.1921108467,0.047170844371,130,539,24,391,0.8441558442,0.5795698925,0.2645859517,0.1943198804,0.1579586877,0.1900340871,0.031990195041,79,530,14,392,0.8494623656,0.5748373102,0.2746250554,0.1297208539,0.1125356125,0.1617243556,0.031990195041,139,530,23,392,0.8580246914,0.5748373102,0.2831873812,0.2077727952,0.1672683514,0.2077111249,0.017663837231,7,655,0,415,1,0.6121495327,0.3878504673,0.01057401813,0.01046337818,0.06404012704,0.017663837231,14,655,0,415,1,0.6121495327,0.3878504673,0.02092675635,0.02049780381,0.09009135491,0.100945436653,117,365,21,325,0.847826087,0.5289855072,0.3188405797,0.2427385892,0.1887096774,0.240921806,0.100945436653,304,365,90,325,0.7715736041,0.5289855072,0.2425880968,0.4544095665,0.2859830668,0.2400518384,,0.6,0.8,,,,,
"However, the growing mountains of packaging waste are a huge problem for the planet.",0.114643711877,0.090811032201,0.182366375487,0.060218187681,0.083101567714,0.204509606115,,,0,0,0,0,0,2,,0.002948292597,33,556,4,391,0.8918918919,0.5871172122,0.3047746796,0.05602716469,0.05271565495,0.1182765205,0.002948292597,112,556,25,391,0.8,0.6,23.04%,16.77%,13.91%,0.1574290243,0.073977683902,6,648,0,415,1,0.6095954845,0.3904045155,0.009174311927,0.009090909091,0.05984724558,0.073977683902,20,648,1,415,0.9523809524,0.6095954845,0.3427854679,0.02994011976,0.0290275762,0.09715469331,0.047173543964,60,538,2,392,0.9677419355,0.5784946237,0.3892473118,0.1003344482,0.09090909091,0.1925591845,0.047173543964,130,538,24,392,0.8441558442,0.5784946237,0.2656612205,0.1946107784,0.1581508516,0.190719501,0.032279768660,79,529,14,393,0.8494623656,0.5737527115,0.2757096541,0.1299342105,0.1126961484,0.1622967839,0.032279768660,139,529,23,393,0.8580246914,0.5737527115,0.2842719799,0.2080838323,0.1674698795,0.2084117141,0.017803652204,7,654,0,416,1,0.6112149533,0.3887850467,0.01059001513,0.01047904192,0.06416571925,0.017803652204,14,654,0,416,1,0.6112149533,0.3887850467,0.02095808383,0.02052785924,0.090267323,0.100975621976,117,365,21,325,0.847826087,0.5289855072,0.3188405797,0.2427385892,0.1887096774,0.240921806,0.100975621976,303,365,91,325,0.769035533,0.5289855072,0.2400500257,0.4535928144,0.2853107345,0.2374321453,,0.6,0.8,,,,,
We know that we need to take responsibility.,0.282004990524,0.261597622821,0.168173054713,0.361369201440,0.206487181786,0.286682697931,,,0,1,0,0,0,1,,0.003204561598,33,555,4,392,0.8918918919,0.586061246,0.3058306459,0.05612244898,0.0528,0.1186371206,0.003204561598,112,555,25,392,0.8,0.6,23.15%,16.79%,13.93%,0.158079172,0.074749800341,6,647,0,416,1,0.6086547507,0.3913452493,0.009188361409,0.009104704097,0.05996516978,0.074749800341,20,647,1,416,0.9523809524,0.6086547507,0.3437262017,0.0299850075,0.02906976744,0.09737735505,0.047325498373,60,537,2,393,0.9677419355,0.5774193548,0.3903225806,0.1005025126,0.09104704097,0.1930079874,0.047325498373,130,537,24,393,0.8441558442,0.5774193548,0.2667364893,0.1949025487,0.1583434836,0.1914050188,0.032684490082,79,528,14,394,0.8494623656,0.5726681128,0.2767942528,0.1301482702,0.1128571429,0.1628694299,0.032684490082,139,528,23,394,0.8580246914,0.5726681128,0.2853565786,0.2083958021,0.1676718938,0.2091124607,0.017814038290,7,653,0,417,1,0.6102803738,0.3897196262,0.01060606061,0.01049475262,0.06429144558,0.017814038290,14,653,0,417,1,0.6102803738,0.3897196262,0.02098950525,0.02055800294,0.09044347483,0.101261835401,117,364,21,326,0.847826087,0.5275362319,0.3202898551,0.2432432432,0.1890145396,0.2419190096,0.101261835401,303,364,91,326,0.769035533,0.5275362319,0.2414993011,0.4542728636,0.2855796418,0.2387578119,,0.6,0.8,,,,,
In 2008 we initiated the switch from conventional to sustainable materials.,0.005017975144,-0.065211308320,0.253146427904,0.075529482908,-0.038324184606,0.326678407463,,,0,0,0,0,0,2,,0.003297956257,33,554,4,393,0.8918918919,0.5850052798,0.3068866121,0.05621805792,0.05288461538,0.1189979529,0.003297956257,112,554,25,393,0.8,0.6,23.25%,16.82%,13.95%,0.1587293355,0.074822691652,6,646,0,417,1,0.6077140169,0.3922859831,0.009202453988,0.009118541033,0.06008322319,0.074822691652,20,646,1,417,0.9523809524,0.6077140169,0.3446669354,0.03003003003,0.02911208151,0.09760018635,0.047354516266,60,536,2,394,0.9677419355,0.576344086,0.3913978495,0.1006711409,0.09118541033,0.1934572595,0.047354516266,130,536,24,394,0.8441558442,0.576344086,0.2678117581,0.1951951952,0.1585365854,0.1920906472,0.032748630769,79,528,14,394,0.8494623656,0.5726681128,0.2767942528,0.1301482702,0.1128571429,0.1628694299,0.032748630769,138,528,24,394,0.8518518519,0.5726681128,0.2791837391,0.2072072072,0.1666666667,0.2044974193,0.017926642995,7,652,0,418,1,0.6093457944,0.3906542056,0.01062215478,0.01051051051,0.06441730697,0.017926642995,14,652,0,418,1,0.6093457944,0.3906542056,0.02102102102,0.02058823529,0.09061981168,0.101753687212,117,363,21,327,0.847826087,0.5260869565,0.3217391304,0.24375,0.1893203883,0.2429169008,0.101753687212,303,363,91,327,0.769035533,0.5260869565,0.2429485765,0.454954955,0.2858490566,0.2400831936,,0.6,0.8,,,,,
Around 70 of our materials are made from renewable raw materials.,0.037138905279,-0.003977209735,0.217473101259,0.073331572587,0.048446418361,0.278259614754,,,0,0,0,0,0,2,,0.003482191268,33,553,4,394,0.8918918919,0.5839493136,0.3079425783,0.05631399317,0.05296950241,0.1193590213,0.003482191268,112,553,25,394,0.8,0.6,23.36%,16.84%,13.97%,0.1593795215,0.074838378377,6,645,0,418,1,0.6067732832,0.3932267168,0.009216589862,0.009132420091,0.06020140673,0.074838378377,20,645,1,418,0.9523809524,0.6067732832,0.3456076692,0.03007518797,0.02915451895,0.09782318902,0.047583568420,60,535,2,395,0.9677419355,0.5752688172,0.3924731183,0.1008403361,0.09132420091,0.1939070051,0.047583568420,130,535,24,395,0.8441558442,0.5752688172,0.268887027,0.1954887218,0.1587301587,0.1927763929,0.033349517893,79,527,14,395,0.8494623656,0.5715835141,0.2778788515,0.1303630363,0.113018598,0.1634422995,0.033349517893,138,527,24,395,0.8518518519,0.5715835141,0.2802683378,0.207518797,0.1668681983,0.2052008576,0.017987666189,7,651,0,419,1,0.608411215,0.391588785,0.01063829787,0.01052631579,0.06454330437,0.017987666189,14,651,0,419,1,0.608411215,0.391588785,0.02105263158,0.0206185567,0.09079633485,0.101850348083,117,362,21,328,0.847826087,0.5246376812,0.3231884058,0.2442588727,0.1896272285,0.2439154953,0.101850348083,303,362,91,328,0.769035533,0.5246376812,0.2443978518,0.4556390977,0.2861189802,0.2414083048,,0.6,0.8,,,,,
"These include foils made from wood fiber, tea bags made from banana fiber, the use of paper and cardboard.",-0.011666572863,-0.031886093791,0.042746415790,-0.009360119346,0.077867787784,0.165918838372,,,0,0,0,0,0,2,,0.003649617253,33,552,4,395,0.8918918919,0.5828933474,0.3089985445,0.05641025641,0.05305466238,0.1197203297,0.003649617253,112,552,25,395,0.8,0.6,23.46%,16.87%,13.98%,0.1600297365,0.075239627482,6,644,0,419,1,0.6058325494,0.3941674506,0.009230769231,0.009146341463,0.06031972128,0.075239627482,20,644,1,419,0.9523809524,0.6058325494,0.346548403,0.03012048193,0.02919708029,0.09804636487,0.047910476803,60,535,2,395,0.9677419355,0.5752688172,0.3924731183,0.1008403361,0.09132420091,0.1939070051,0.047910476803,129,535,25,395,0.8376623377,0.5752688172,0.2623935205,0.1942771084,0.1577017115,0.188038274,0.033383853911,79,526,14,396,0.8494623656,0.5704989154,0.2789634502,0.1305785124,0.1131805158,0.164015399,0.033383853911,138,526,24,396,0.8518518519,0.5704989154,0.2813529365,0.2078313253,0.1670702179,0.2059044512,0.018210393371,7,650,0,420,1,0.6074766355,0.3925233645,0.01065449011,0.01054216867,0.06466943871,0.018210393371,14,650,0,420,1,0.6074766355,0.3925233645,0.02108433735,0.02064896755,0.09097304565,0.102683540361,117,361,21,329,0.847826087,0.5231884058,0.3246376812,0.2447698745,0.1899350649,0.2449148089,0.102683540361,303,361,91,329,0.769035533,0.5231884058,0.2458471272,0.4563253012,0.286389414,0.2427331597,,0.6,0.8,,,,,
What cannot be composted - such as glass and metal - can be recycled.,0.038488719325,0.023418712293,0.099416737974,0.079723156288,0.029911653642,0.190817383768,,,0,0,0,0,0,2,,0.003868951893,33,551,4,396,0.8918918919,0.5818373812,0.3100545107,0.05650684932,0.05314009662,0.1200818821,0.003868951893,112,551,25,396,0.8,0.6,23.57%,16.89%,14.00%,0.160679987,0.075834223130,6,643,0,420,1,0.6048918156,0.3951081844,0.009244992296,0.009160305344,0.06043816775,0.075834223130,20,643,1,420,0.9523809524,0.6048918156,0.3474891368,0.03016591252,0.02923976608,0.09826971572,0.048446418361,60,534,2,396,0.9677419355,0.5741935484,0.3935483871,0.101010101,0.09146341463,0.1943572284,0.048446418361,129,534,25,396,0.8376623377,0.5741935484,0.2634687893,0.1945701357,0.1578947368,0.1887266358,0.033516427416,79,525,14,397,0.8494623656,0.5694143167,0.2800480489,0.130794702,0.1133428981,0.1645887344,0.033516427416,138,525,24,397,0.8518518519,0.5694143167,0.2824375351,0.2081447964,0.1672727273,0.2066082068,0.018245116107,7,649,0,421,1,0.6065420561,0.3934579439,0.01067073171,0.01055806938,0.06479571095,0.018245116107,14,649,0,421,1,0.6065420561,0.3934579439,0.02111613876,0.02067946824,0.09114994537,0.102689721857,117,360,21,330,0.847826087,0.5217391304,0.3260869565,0.2452830189,0.1902439024,0.2459148574,0.102689721857,303,360,91,330,0.769035533,0.5217391304,0.2472964026,0.4570135747,0.2866603595,0.2440577723,,0.6,0.8,,,,,
Additional information A total of 91 of the packaging can currently be fed into a raw material cycle.,0.007687048071,-0.050539363282,0.073741468536,0.050549578051,0.074083652945,0.128711741324,,,0,0,0,0,0,2,,0.003899414392,33,550,4,397,0.8918918919,0.580781415,0.3111104769,0.05660377358,0.05322580645,0.1204436822,0.003899414392,112,550,25,397,0.8,0.6,23.67%,16.92%,14.02%,0.1613302797,0.076005309873,6,642,0,421,1,0.6039510818,0.3960489182,0.009259259259,0.009174311927,0.06055674704,0.076005309873,20,642,1,421,0.9523809524,0.6039510818,0.3484298705,0.03021148036,0.02928257687,0.09849324338,0.048522680608,60,533,2,397,0.9677419355,0.5731182796,0.3946236559,0.1011804384,0.09160305344,0.1948079338,0.048522680608,129,533,25,397,0.8376623377,0.5731182796,0.2645440581,0.1948640483,0.1580882353,0.1894151123,0.033533687632,79,524,14,398,0.8494623656,0.568329718,0.2811326476,0.1310116086,0.1135057471,0.1651623119,0.033533687632,138,524,24,398,0.8518518519,0.568329718,0.2835221338,0.2084592145,0.1674757282,0.2073121313,0.018484009259,7,648,0,422,1,0.6056074766,0.3943925234,0.0106870229,0.01057401813,0.06492212203,0.018484009259,14,648,0,422,1,0.6056074766,0.3943925234,0.02114803625,0.02071005917,0.09132703533,0.102699085334,117,360,21,330,0.847826087,0.5217391304,0.3260869565,0.2452830189,0.1902439024,0.2459148574,0.102699085334,302,360,92,330,0.7664974619,0.5217391304,0.2447583315,0.4561933535,0.2859848485,0.241448727,,0.6,0.8,,,,,
"Of course, we dont rest on our laurels.",0.188449541298,0.144641406648,0.234870842090,-0.010859279926,0.137492547348,0.187227824517,,,0,0,0,0,0,0,,0.004009207947,33,549,4,398,0.8918918919,0.5797254488,0.3121664431,0.05670103093,0.05331179321,0.1208057341,0.004009207947,112,549,25,398,0.8,0.6,23.78%,16.94%,14.04%,0.1619806209,0.076853760300,6,641,0,422,1,0.6030103481,0.3969896519,0.009273570325,0.009188361409,0.06067546007,0.076853760300,20,641,1,422,0.9523809524,0.6030103481,0.3493706043,0.03025718608,0.0293255132,0.09871694967,0.048580754472,60,532,2,398,0.9677419355,0.5720430108,0.3956989247,0.1013513514,0.09174311927,0.1952591256,0.048580754472,129,532,25,398,0.8376623377,0.5720430108,0.2656193269,0.1951588502,0.1582822086,0.1901037103,0.033591051411,78,524,15,398,0.8387096774,0.568329718,0.2703799594,0.1295681063,0.1122302158,0.1587845205,0.033591051411,137,524,25,398,0.8456790123,0.568329718,0.2773492943,0.2072617247,0.1664641555,0.2027118418,0.018614946169,7,647,0,423,1,0.6046728972,0.3953271028,0.01070336391,0.01059001513,0.0650486729,0.018614946169,14,647,0,423,1,0.6046728972,0.3953271028,0.02118003026,0.02074074074,0.09150431683,0.102765887296,117,359,21,331,0.847826087,0.5202898551,0.3275362319,0.2457983193,0.1905537459,0.2469156566,0.102765887296,302,359,92,331,0.7664974619,0.5202898551,0.2462076069,0.4568835098,0.2862559242,0.242774579,,0.6,0.8,,,,,
We are continuously looking for alternative ways to minimize our packaging.,0.068088421920,0.111512740608,0.196462455294,0.055541294948,0.029488408039,0.153535472918,,,0,0,0,0,0,2,,0.004061407957,33,548,4,399,0.8918918919,0.5786694826,0.3132224093,0.05679862306,0.05339805825,0.1211680415,0.004061407957,112,548,25,399,0.8,0.6,23.88%,16.97%,14.05%,0.1626310171,0.076868051993,6,640,0,423,1,0.6020696143,0.3979303857,0.009287925697,0.009202453988,0.06079430775,0.076868051993,20,640,1,423,0.9523809524,0.6020696143,0.3503113381,0.0303030303,0.02936857562,0.0989408364,0.048668617038,60,531,2,399,0.9677419355,0.5709677419,0.3967741935,0.1015228426,0.09188361409,0.195710808,0.048668617038,129,531,25,399,0.8376623377,0.5709677419,0.2666945957,0.1954545455,0.1584766585,0.1907924364,0.033739975102,78,523,15,399,0.8387096774,0.5672451193,0.2714645581,0.1297836938,0.1123919308,0.1593612271,0.033739975102,137,523,25,399,0.8456790123,0.5672451193,0.278433893,0.2075757576,0.1666666667,0.2034183707,0.018740246419,7,646,0,424,1,0.6037383178,0.3962616822,0.01071975498,0.01060606061,0.06517536452,0.018740246419,14,646,0,424,1,0.6037383178,0.3962616822,0.02121212121,0.02077151335,0.09168179119,0.103038308712,117,358,21,332,0.847826087,0.5188405797,0.3289855072,0.2463157895,0.1908646003,0.2479172224,0.103038308712,302,358,92,332,0.7664974619,0.5188405797,0.2476568822,0.4575757576,0.2865275142,0.2441002147,,0.6,0.8,,,,,
Are you unsure how to properly dispose of our packaging?,0.160168580119,0.099400445558,0.081176836795,0.152782726451,0.093191813289,0.209416833540,,,0,0,0,0,0,1,,0.004193516910,33,547,4,400,0.8918918919,0.5776135164,0.3142783755,0.05689655172,0.05348460292,0.1215306083,0.004193516910,112,547,25,400,0.8,0.6,23.99%,17.00%,14.07%,0.1632814749,0.077098745167,6,639,0,424,1,0.6011288805,0.3988711195,0.009302325581,0.009216589862,0.06091329098,0.077098745167,20,639,1,424,0.9523809524,0.6011288805,0.3512520719,0.03034901366,0.02941176471,0.0991649054,0.048668622132,60,530,2,400,0.9677419355,0.5698924731,0.3978494624,0.1016949153,0.09202453988,0.1961629853,0.048668622132,129,530,25,400,0.8376623377,0.5698924731,0.2677698645,0.1957511381,0.1586715867,0.1914812973,0.034301389850,78,522,15,400,0.8387096774,0.5661605206,0.2725491568,0.13,0.1125541126,0.1599381632,0.034301389850,137,522,25,400,0.8456790123,0.5661605206,0.2795184917,0.2078907436,0.1668696711,0.2041250667,0.018753278810,7,645,0,425,1,0.6028037383,0.3971962617,0.01073619632,0.01062215478,0.06530219784,0.018753278810,14,645,0,425,1,0.6028037383,0.3971962617,0.02124430956,0.02080237741,0.09185945972,0.103503285080,117,358,21,332,0.847826087,0.5188405797,0.3289855072,0.2463157895,0.1908646003,0.2479172224,0.103503285080,301,358,93,332,0.7639593909,0.5188405797,0.2451188112,0.4567526555,0.2858499525,0.2414972143,,0.6,0.8,,,,,
Here is an overview of our packaging.,0.009386723374,0.068796282531,0.080325693922,0.064781750801,0.084488651555,0.176868696445,,,0,0,0,0,0,0,,0.004230103266,33,546,4,401,0.8918918919,0.5765575502,0.3153343417,0.05699481865,0.05357142857,0.1218934386,0.004230103266,112,546,25,401,0.8,0.6,24.10%,17.02%,14.09%,0.1639320007,0.077355824915,6,638,0,425,1,0.6001881468,0.3998118532,0.009316770186,0.009230769231,0.06103241069,0.077355824915,20,638,1,425,0.9523809524,0.6001881468,0.3521928056,0.03039513678,0.029455081,0.09938915848,0.048964409405,60,529,2,401,0.9677419355,0.5688172043,0.3989247312,0.1018675722,0.09216589862,0.1966156619,0.048964409405,129,529,25,401,0.8376623377,0.5688172043,0.2688451334,0.1960486322,0.1588669951,0.1921702998,0.034366022969,78,521,15,401,0.8387096774,0.5650759219,0.2736337555,0.1302170284,0.112716763,0.1605153349,0.034366022969,137,521,25,401,0.8456790123,0.5650759219,0.2806030904,0.2082066869,0.1670731707,0.2048319367,0.018845411853,7,644,0,426,1,0.6018691589,0.3981308411,0.01075268817,0.01063829787,0.06542917382,0.018845411853,14,644,0,426,1,0.6018691589,0.3981308411,0.02127659574,0.02083333333,0.09203732373,0.103517023063,117,357,21,333,0.847826087,0.5173913043,0.3304347826,0.246835443,0.1911764706,0.2489195705,0.103517023063,301,357,93,333,0.7639593909,0.5173913043,0.2465680865,0.4574468085,0.286121673,0.2428240927,,0.6,0.8,,,,,
"An Overview of our Packages Loose teas Great flavours, little packaging Teabags From double chamber to pyramid bags in boxes, tins and as sample sacked spices Further information Through innovation and ongoing efforts to improve our packaging we were able to significantly reduce the use of petroleum-based plastics.",-0.002290797839,-0.034362069214,0.089285102494,0.051816891074,0.051110636690,0.092552454627,,,0,0,0,0,0,2,,0.004325389581,33,545,4,402,0.8918918919,0.5755015839,0.3163903079,0.05709342561,0.05365853659,0.1222565361,0.004325389581,112,545,25,402,0.8,0.6,24.20%,17.05%,14.11%,0.164582601,0.077499597213,6,637,0,426,1,0.599247413,0.400752587,0.00933125972,0.009244992296,0.06115166779,0.077499597213,20,637,1,426,0.9523809524,0.599247413,0.3531335394,0.0304414003,0.02949852507,0.09961359748,0.049357106642,60,528,2,402,0.9677419355,0.5677419355,0.4,0.1020408163,0.09230769231,0.1970688421,0.049357106642,129,528,25,402,0.8376623377,0.5677419355,0.2699204022,0.196347032,0.1590628853,0.1928594504,0.034380246845,78,520,15,402,0.8387096774,0.5639913232,0.2747183542,0.1304347826,0.1128798842,0.1610927485,0.034380246845,137,520,25,402,0.8456790123,0.5639913232,0.2816876891,0.2085235921,0.1672771673,0.2055389874,0.019270911842,7,643,0,427,1,0.6009345794,0.3990654206,0.01076923077,0.01065449011,0.06555629341,0.019270911842,14,643,0,427,1,0.6009345794,0.3990654206,0.02130898021,0.02086438152,0.09221538456,0.103826533298,117,357,21,333,0.847826087,0.5173913043,0.3304347826,0.246835443,0.1911764706,0.2489195705,0.103826533298,300,357,94,333,0.7614213198,0.5173913043,0.2440300154,0.4566210046,0.2854424358,0.240225597,,0.6,0.8,,,,,
Our ultimate goal is to switch entirely to renewable raw materials.,0.104350457065,0.015520998652,0.260525665546,0.139461886056,0.006696133025,0.346618404776,,,0,0,0,0,0,2,,0.004532176401,33,544,4,403,0.8918918919,0.5744456177,0.3174462742,0.05719237435,0.05374592834,0.1226199048,0.004532176401,112,544,25,403,0.8,0.6,24.31%,17.07%,14.12%,0.1652332822,0.077562149254,6,636,0,427,1,0.5983066792,0.4016933208,0.009345794393,0.009259259259,0.06127106319,0.077562149254,20,636,1,427,0.9523809524,0.5983066792,0.3540742732,0.03048780488,0.02954209749,0.09983822421,0.049500645384,60,527,2,403,0.9677419355,0.5666666667,0.4010752688,0.1022146508,0.09244992296,0.1975225302,0.049500645384,129,527,25,403,0.8376623377,0.5666666667,0.270995671,0.1966463415,0.1592592593,0.1935487558,0.034797579243,78,519,15,403,0.8387096774,0.5629067245,0.2758029529,0.1306532663,0.1130434783,0.1616704101,0.034797579243,137,519,25,403,0.8456790123,0.5629067245,0.2827722878,0.2088414634,0.1674816626,0.2062462255,0.019466347152,7,642,0,428,1,0.6,0.4,0.01078582435,0.01067073171,0.06568355759,0.019466347152,14,642,0,428,1,0.6,0.4,0.02134146341,0.02089552239,0.09239364354,0.104095282684,117,356,21,334,0.847826087,0.515942029,0.331884058,0.2473572939,0.1914893617,0.2499227168,0.104095282684,300,356,94,334,0.7614213198,0.515942029,0.2454792908,0.4573170732,0.2857142857,0.2415537099,,0.6,0.8,,,,,
