combined,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Manual,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Boxplots,,,,,Boxplot Data,0,0.25,0.75,1,,Boxplot Data,0.01,0.25,0.75,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
From here we source pepper and cinnamon directly.,0.423297948800,0.378705410761,0.393697451674,0.433122588647,0.493615602569,0.420567067340,,,0,0,0,0,0,0,,0.401219876666,37,736,0,211,1,0.7771911299,0.2228088701,0.04786545925,0.04567901235,0.1032707553,0.401219876666,129,736,8,211,0.9,0.8,16.44%,14.91%,12.87%,0.1360648137,0.398083102186,6,844,0,219,1,0.7939793039,0.2060206961,0.007058823529,0.007009345794,0.03813481005,0.398083102186,21,844,0,219,1,0.7939793039,0.2060206961,0.02427745665,0.0237020316,0.07072240465,0.417595879471,62,718,0,212,1,0.7720430108,0.2279569892,0.07948717949,0.07363420428,0.1346092795,0.417595879471,147,718,7,212,0.9545454545,0.7720430108,0.1825024438,0.1699421965,0.1442590775,0.1586866558,0.419348829224,92,711,1,211,0.9892473118,0.7711496746,0.2180976372,0.1145703611,0.1026785714,0.1547861836,0.419348829224,154,711,8,211,0.950617284,0.7711496746,0.1794676093,0.1780346821,0.1499513145,0.1593598581,0.397551018896,7,851,0,219,1,0.7953271028,0.2046728972,0.008158508159,0.008092485549,0.0408634984,0.397551018896,14,851,0,219,1,0.7953271028,0.2046728972,0.0161849711,0.01592718999,0.05755540744,0.406535974767,135,499,3,191,0.9782608696,0.7231884058,0.2550724638,0.2129337539,0.1748704663,0.2244306523,0.406535974767,366,499,28,191,0.9289340102,0.7231884058,0.2057456044,0.4231213873,0.2907069102,0.2464751336,,0.8,0.9,,,,,
"Tanzania, the land of the Kilimanjaro and the fabled island of Zanzibar, is also the land of spices.",0.417872951106,0.429585623184,0.394779585333,0.409211775822,0.462055597841,0.428451915915,,,0,0,0,0,0,0,,0.401275186072,37,735,0,212,1,0.7761351637,0.2238648363,0.04792746114,0.0457354759,0.1035822052,0.401275186072,129,735,8,212,0.9,0.8,16.55%,14.93%,12.89%,0.1367061655,0.398090535817,6,843,0,220,1,0.7930385701,0.2069614299,0.007067137809,0.00701754386,0.03824427992,0.398090535817,21,843,0,220,1,0.7930385701,0.2069614299,0.02430555556,0.02372881356,0.07092469621,0.417689620664,62,717,0,213,1,0.7709677419,0.2290322581,0.07958921694,0.07372175981,0.1350129552,0.417689620664,147,717,7,213,0.9545454545,0.7709677419,0.1835777126,0.1701388889,0.1444007859,0.1593505538,0.419418290426,92,710,1,212,0.9892473118,0.7700650759,0.2191822359,0.114713217,0.1027932961,0.1552870722,0.419418290426,154,710,8,212,0.950617284,0.7700650759,0.180552208,0.1782407407,0.1500974659,0.1600506934,0.397794863594,7,850,0,220,1,0.7943925234,0.2056074766,0.008168028005,0.008101851852,0.04098057622,0.397794863594,14,850,0,220,1,0.7943925234,0.2056074766,0.0162037037,0.0159453303,0.05772003665,0.406575890187,135,498,3,192,0.9782608696,0.7217391304,0.2565217391,0.2132701422,0.1750972763,0.2253041045,0.406575890187,366,498,28,192,0.9289340102,0.7217391304,0.2071948797,0.4236111111,0.2909379968,0.2477898218,,0.8,0.9,,,,,
From here SONNENTOR gets the aromatic cumin.,0.382632779276,0.377728042285,0.357911102569,0.394983480688,0.397304977660,0.353388301745,,,0,0,0,0,0,0,,0.401475092212,37,734,0,213,1,0.7750791975,0.2249208025,0.04798962387,0.04579207921,0.1038935258,0.401475092212,129,734,8,213,0.9,0.8,16.65%,14.95%,12.90%,0.1373464577,0.398120181029,6,842,0,221,1,0.7920978363,0.2079021637,0.007075471698,0.007025761124,0.03835369441,0.398120181029,21,842,0,221,1,0.7920978363,0.2079021637,0.02433371958,0.02375565611,0.07112687925,0.418060036657,62,716,0,214,1,0.7698924731,0.2301075269,0.07969151671,0.07380952381,0.1354164607,0.418060036657,147,716,7,214,0.9545454545,0.7698924731,0.1846529814,0.1703360371,0.1445427729,0.1600134998,0.419690084727,92,709,1,213,0.9892473118,0.7689804772,0.2202668346,0.1148564295,0.1029082774,0.155787605,0.419690084727,154,709,8,213,0.950617284,0.7689804772,0.1816368067,0.1784472769,0.1502439024,0.1607404912,0.397817810720,7,849,0,221,1,0.7934579439,0.2065420561,0.008177570093,0.008111239861,0.04109759288,0.397817810720,14,849,0,221,1,0.7934579439,0.2065420561,0.01622247972,0.01596351197,0.05788457753,0.406920590600,135,498,3,192,0.9782608696,0.7217391304,0.2565217391,0.2132701422,0.1750972763,0.2253041045,0.406920590600,365,498,29,192,0.9263959391,0.7217391304,0.2046568087,0.4229432213,0.2903739061,0.244341547,,0.8,0.9,,,,,
Passionate about organics - standing on their own two feet and helping others to walk.,0.529531132300,0.567224061943,0.487356576612,0.498663565506,0.505248328363,0.553235246114,,,1,0,0,0,0,1,,0.401542965595,37,733,0,214,1,0.7740232313,0.2259767687,0.04805194805,0.0458488228,0.1042047214,0.401542965595,129,733,8,214,0.9,0.8,16.76%,14.97%,12.91%,0.1379857054,0.398187468788,6,841,0,222,1,0.7911571025,0.2088428975,0.007083825266,0.007033997655,0.03846305492,0.398187468788,21,841,0,222,1,0.7911571025,0.2088428975,0.02436194896,0.02378255946,0.07132895631,0.418107941433,62,715,0,215,1,0.7688172043,0.2311827957,0.07979407979,0.07389749702,0.1358198014,0.418107941433,147,715,7,215,0.9545454545,0.7688172043,0.1857282502,0.1705336427,0.1446850394,0.160675508,0.420136043364,92,708,1,214,0.9892473118,0.7678958785,0.2213514333,0.115,0.1030235162,0.1562877899,0.420136043364,154,708,8,214,0.950617284,0.7678958785,0.1827214054,0.1786542923,0.150390625,0.161429267,0.397897109720,7,848,0,222,1,0.7925233645,0.2074766355,0.008187134503,0.008120649652,0.04121454987,0.397897109720,14,848,0,222,1,0.7925233645,0.2074766355,0.0162412993,0.01598173516,0.05804903217,0.407042581693,135,497,3,193,0.9782608696,0.7202898551,0.2579710145,0.2136075949,0.1753246753,0.2261769927,0.407042581693,365,497,29,193,0.9263959391,0.7202898551,0.206106084,0.4234338747,0.2906050955,0.245659378,,0.8,0.9,,,,,
"Oregano needs a lot of sunshine and permeable soil and it has both in Rohrau, a place between Lower Austria and the Burgenland.",0.407739967228,0.468213582880,0.451058889254,0.460069139068,0.448847395556,0.467671686597,,,0,0,0,0,0,0,,0.401813990119,37,732,0,215,1,0.772967265,0.227032735,0.04811443433,0.0459057072,0.104515796,0.401813990119,129,732,8,215,0.9,0.8,16.86%,14.98%,12.93%,0.1386239239,0.398205986017,6,840,0,223,1,0.7902163688,0.2097836312,0.007092198582,0.007042253521,0.0385723628,0.398205986017,21,840,0,223,1,0.7902163688,0.2097836312,0.0243902439,0.02380952381,0.0715309299,0.418257281668,62,714,0,216,1,0.7677419355,0.2322580645,0.07989690722,0.07398568019,0.1362229828,0.418257281668,147,714,7,216,0.9545454545,0.7677419355,0.1868035191,0.1707317073,0.1448275862,0.1613365927,0.420161194112,92,707,1,215,0.9892473118,0.7668112798,0.222436032,0.1151439299,0.1031390135,0.1567876348,0.420161194112,154,707,8,215,0.950617284,0.7668112798,0.1838060041,0.1788617886,0.1505376344,0.1621170358,0.398008809854,7,847,0,223,1,0.791588785,0.208411215,0.008196721311,0.008130081301,0.04133144865,0.398008809854,14,847,0,223,1,0.791588785,0.208411215,0.0162601626,0.016,0.05821340261,0.407736884731,134,497,4,193,0.9710144928,0.7202898551,0.2507246377,0.2123613312,0.1742522757,0.2194387437,0.407736884731,364,497,30,193,0.923857868,0.7202898551,0.2035680129,0.4227642276,0.2900398406,0.2422301435,,0.8,0.9,,,,,
"Here, Martin Reiser and his wife Andrea grow organic oregano for SONNENTOR on their organic farm.",0.421753533870,0.428259300305,0.413949464341,0.398293010039,0.455757293234,0.468578883859,,,0,0,0,0,0,1,,0.401931150840,37,731,0,216,1,0.7719112988,0.2280887012,0.04817708333,0.04596273292,0.104826754,0.401931150840,129,731,8,216,0.9,0.8,16.97%,15.00%,12.94%,0.139261128,0.398326262966,6,839,0,224,1,0.789275635,0.210724365,0.007100591716,0.00705052879,0.03868161941,0.398326262966,21,839,0,224,1,0.789275635,0.210724365,0.02441860465,0.02383654938,0.07173280253,0.418387670555,62,713,0,217,1,0.7666666667,0.2333333333,0.08,0.07407407407,0.1366260102,0.418387670555,147,713,7,217,0.9545454545,0.7666666667,0.1878787879,0.1709302326,0.1449704142,0.1619967678,0.420231631639,92,706,1,216,0.9892473118,0.7657266811,0.2235206307,0.1152882206,0.1032547699,0.1572871475,0.420231631639,154,706,8,216,0.950617284,0.7657266811,0.1848906028,0.1790697674,0.1506849315,0.1628038127,0.398169845852,7,846,0,224,1,0.7906542056,0.2093457944,0.008206330598,0.008139534884,0.04144829065,0.398169845852,14,846,0,224,1,0.7906542056,0.2093457944,0.01627906977,0.01601830664,0.05837769088,0.407739461384,134,497,4,193,0.9710144928,0.7202898551,0.2507246377,0.2123613312,0.1742522757,0.2194387437,0.407739461384,363,497,31,193,0.921319797,0.7202898551,0.2010299419,0.4220930233,0.2894736842,0.2388142121,,0.8,0.9,,,,,
"By the way, the name Reiser derives from the grain cuts well which means that there will be a good yield.",0.445969405914,0.412778114393,0.380219097967,0.415499258364,0.459099915114,0.478281871090,,,0,0,0,0,0,0,,0.402203620220,37,730,0,217,1,0.7708553326,0.2291446674,0.0482398957,0.0460199005,0.1051375996,0.402203620220,129,730,8,217,0.9,0.8,17.08%,15.02%,12.95%,0.1398973324,0.398390874579,6,838,0,225,1,0.7883349012,0.2116650988,0.007109004739,0.007058823529,0.03879082611,0.398390874579,21,838,0,225,1,0.7883349012,0.2116650988,0.02444703143,0.02386363636,0.07193457668,0.418563329754,62,712,0,218,1,0.7655913978,0.2344086022,0.08010335917,0.07416267943,0.1370288891,0.418563329754,147,712,7,218,0.9545454545,0.7655913978,0.1889540567,0.17112922,0.1451135242,0.1626560472,0.420377285348,92,705,1,217,0.9892473118,0.7646420824,0.2246052294,0.1154328733,0.1033707865,0.1577863358,0.420377285348,154,705,8,217,0.950617284,0.7646420824,0.1859752015,0.1792782305,0.1508325171,0.1634896126,0.398260826996,7,845,0,225,1,0.7897196262,0.2102803738,0.008215962441,0.008149010477,0.04156507733,0.398260826996,14,845,0,225,1,0.7897196262,0.2102803738,0.01629802095,0.01603665521,0.058541899,0.407740134565,134,496,4,194,0.9710144928,0.7188405797,0.252173913,0.2126984127,0.1744791667,0.2203237812,0.407740134565,363,496,31,194,0.921319797,0.7188405797,0.2024792172,0.4225844005,0.2897047087,0.2401404215,,0.8,0.9,,,,,
A name worthy of an organic farmer!,0.473748889960,0.451135417855,0.385724708709,0.400401414965,0.445883455483,0.454581057643,,,0,0,0,0,0,1,,0.402312503180,37,729,0,218,1,0.7697993664,0.2302006336,0.04830287206,0.04607721046,0.1054483369,0.402312503180,129,729,8,218,0.9,0.8,17.18%,15.03%,12.96%,0.1405325517,0.398565213797,6,837,0,226,1,0.7873941675,0.2126058325,0.007117437722,0.007067137809,0.03889998422,0.398565213797,21,837,0,226,1,0.7873941675,0.2126058325,0.02447552448,0.02389078498,0.07213625481,0.419165615868,62,711,0,219,1,0.764516129,0.235483871,0.08020698577,0.07425149701,0.1374316248,0.419165615868,147,711,7,219,0.9545454545,0.764516129,0.1900293255,0.1713286713,0.145256917,0.1633144445,0.420388158143,92,704,1,218,0.9892473118,0.7635574837,0.2256898281,0.1155778894,0.1034870641,0.1582852073,0.420388158143,154,704,8,218,0.950617284,0.7635574837,0.1870598002,0.1794871795,0.1509803922,0.1641744502,0.398293010039,7,844,0,226,1,0.7887850467,0.2112149533,0.008225616921,0.008158508159,0.04168181011,0.398293010039,14,844,0,226,1,0.7887850467,0.2112149533,0.01631701632,0.01605504587,0.05870602898,0.407897038070,134,495,4,195,0.9710144928,0.7173913043,0.2536231884,0.213036566,0.1747066493,0.2212081815,0.407897038070,363,495,31,195,0.921319797,0.7173913043,0.2039284926,0.4230769231,0.2899361022,0.241464173,,0.8,0.9,,,,,
"Over the years, Martin has accumulated a lot of experience and knows exactly what his soil needs to produce crops of outstanding organic quality.",0.427893178848,0.444329644314,0.420854507010,0.424329615735,0.451124273605,0.454893008657,,,1,0,0,0,0,0,,0.402476965852,37,728,0,219,1,0.7687434002,0.2312565998,0.04836601307,0.04613466334,0.10575897,0.402476965852,129,728,8,219,0.9,0.8,17.29%,15.05%,12.98%,0.1411668001,0.398665854386,6,836,0,227,1,0.7864534337,0.2135465663,0.007125890736,0.007075471698,0.03900909508,0.398665854386,21,836,0,227,1,0.7864534337,0.2135465663,0.02450408401,0.02391799544,0.07233783935,0.419346327199,62,710,0,220,1,0.7634408602,0.2365591398,0.08031088083,0.07434052758,0.1378342225,0.419346327199,147,710,7,220,0.9545454545,0.7634408602,0.1911045943,0.1715285881,0.1454005935,0.1639719733,0.420505537534,92,703,1,219,0.9892473118,0.762472885,0.2267744268,0.1157232704,0.1036036036,0.1587837695,0.420505537534,154,703,8,219,0.950617284,0.762472885,0.1881443989,0.1796966161,0.1511285574,0.1648583398,0.398404542711,7,843,0,227,1,0.7878504673,0.2121495327,0.008235294118,0.008168028005,0.04179849039,0.398404542711,14,843,0,227,1,0.7878504673,0.2121495327,0.01633605601,0.01607347876,0.0588700828,0.408343970293,134,494,4,196,0.9710144928,0.715942029,0.2550724638,0.2133757962,0.1749347258,0.2220919647,0.408343970293,363,494,31,196,0.921319797,0.715942029,0.205377768,0.4235705951,0.2901678657,0.2427855004,,0.8,0.9,,,,,
"He kept passing his knowledge about plants on to the next generation three sons, hoping that one of his sons would follow in his footsteps.",0.409529739275,0.459542747983,0.422420714037,0.422524071801,0.453386634678,0.486098267336,,,0,0,0,0,0,0,,0.402579396416,37,727,0,220,1,0.767687434,0.232312566,0.04842931937,0.04619225968,0.1060695029,0.402579396416,129,727,8,220,0.9,0.8,17.39%,15.07%,12.99%,0.1418000918,0.398736155836,6,835,0,228,1,0.7855126999,0.2144873001,0.007134363853,0.007083825266,0.03911815999,0.398736155836,21,835,0,228,1,0.7855126999,0.2144873001,0.02453271028,0.02394526796,0.07253933272,0.419509040370,62,709,0,221,1,0.7623655914,0.2376344086,0.0804150454,0.07442977191,0.1382366874,0.419509040370,147,709,7,221,0.9545454545,0.7623655914,0.1921798631,0.171728972,0.1455445545,0.1646286469,0.420683245929,92,702,1,220,0.9892473118,0.7613882863,0.2278590255,0.1158690176,0.1037204059,0.1592820301,0.420683245929,154,702,8,220,0.950617284,0.7613882863,0.1892289976,0.1799065421,0.1512770138,0.165541296,0.398653055495,7,842,0,228,1,0.7869158879,0.2130841121,0.008244994111,0.008177570093,0.04191511958,0.398653055495,14,842,0,228,1,0.7869158879,0.2130841121,0.01635514019,0.01609195402,0.05903406242,0.408380846301,134,493,4,197,0.9710144928,0.7144927536,0.2565217391,0.2137161085,0.1751633987,0.2229751502,0.408380846301,363,493,31,197,0.921319797,0.7144927536,0.2068270433,0.4240654206,0.2904,0.2441044373,,0.8,0.9,,,,,
"He is proud to report that son David, whom Martin has taught to walk, has learned to stand on his own two feet.",0.450871114949,0.505021312200,0.383695409913,0.471922127563,0.411174696877,0.448889293629,,,0,0,0,0,0,0,,0.402736477438,37,726,0,221,1,0.7666314678,0.2333685322,0.04849279161,0.04625,0.1063799398,0.402736477438,129,726,8,221,0.9,0.8,17.50%,15.09%,13.00%,0.1424324409,0.398753538668,6,834,0,229,1,0.7845719661,0.2154280339,0.007142857143,0.007092198582,0.03922718025,0.398753538668,21,834,0,229,1,0.7845719661,0.2154280339,0.02456140351,0.02397260274,0.07274073733,0.419648309627,62,708,0,222,1,0.7612903226,0.2387096774,0.08051948052,0.07451923077,0.1386390249,0.419648309627,147,708,7,222,0.9545454545,0.7612903226,0.193255132,0.1719298246,0.1456888008,0.1652844785,0.420724932097,92,701,1,221,0.9892473118,0.7603036876,0.2289436242,0.1160151324,0.1038374718,0.1597799965,0.420724932097,154,701,8,221,0.950617284,0.7603036876,0.1903135963,0.1801169591,0.151425762,0.1662233327,0.398697999316,7,841,0,229,1,0.7859813084,0.2140186916,0.008254716981,0.008187134503,0.04203169908,0.398697999316,14,841,0,229,1,0.7859813084,0.2140186916,0.01637426901,0.01611047181,0.0591979698,0.408756658680,134,492,4,198,0.9710144928,0.7130434783,0.2579710145,0.214057508,0.1753926702,0.2238577575,0.408756658680,363,492,31,198,0.921319797,0.7130434783,0.2082763187,0.4245614035,0.290632506,0.2454210165,,0.8,0.9,,,,,
Now David himself has become a passionate organic farmer and will hopefully teach the next generation of organic farmers to walk.,0.485668711163,0.525245143842,0.487973356373,0.431073828106,0.496777059673,0.538706417962,,,1,0,0,0,0,1,,0.402756727164,37,725,0,222,1,0.7655755016,0.2344244984,0.04855643045,0.04630788486,0.1066902847,0.402756727164,129,725,8,222,0.9,0.8,17.60%,15.11%,13.02%,0.1430638612,0.398814389069,6,833,0,230,1,0.7836312324,0.2163687676,0.007151370679,0.007100591716,0.03933615717,0.398814389069,21,833,0,230,1,0.7836312324,0.2163687676,0.02459016393,0.024,0.07294205554,0.419851185697,62,707,0,223,1,0.7602150538,0.2397849462,0.08062418726,0.07460890493,0.1390412399,0.419851185697,147,707,7,223,0.9545454545,0.7602150538,0.1943304008,0.1721311475,0.1458333333,0.1659394811,0.421340120789,92,700,1,222,0.9892473118,0.7592190889,0.2300282229,0.1161616162,0.1039548023,0.160277676,0.421340120789,154,700,8,222,0.950617284,0.7592190889,0.191398195,0.1803278689,0.1515748031,0.166904464,0.399074952450,7,840,0,230,1,0.785046729,0.214953271,0.00826446281,0.008196721311,0.04214823026,0.399074952450,14,840,0,230,1,0.785046729,0.214953271,0.01639344262,0.01612903226,0.05936180687,0.408892763534,134,491,4,199,0.9710144928,0.7115942029,0.2594202899,0.2144,0.1756225426,0.2247398058,0.408892763534,363,491,31,199,0.921319797,0.7115942029,0.2097255941,0.425058548,0.2908653846,0.2467352707,,0.8,0.9,,,,,
From difficult tarragon and boundaryless partnerships.,0.425530573958,0.470417803031,0.494760816307,0.441530231662,0.548312983746,0.370817609264,,,0,0,0,0,1,0,,0.402779111830,37,724,0,223,1,0.7645195354,0.2354804646,0.04862023653,0.04636591479,0.1070005415,0.402779111830,129,724,8,223,0.9,0.8,17.71%,15.12%,13.03%,0.1436943663,0.398850549369,6,832,0,231,1,0.7826904986,0.2173095014,0.007159904535,0.007109004739,0.03944509202,0.398850549369,21,832,0,231,1,0.7826904986,0.2173095014,0.02461899179,0.02402745995,0.07314328973,0.419878876879,62,706,0,224,1,0.7591397849,0.2408602151,0.08072916667,0.07469879518,0.1394433378,0.419878876879,147,706,7,224,0.9545454545,0.7591397849,0.1954056696,0.1723329426,0.1459781529,0.1665936677,0.421447368437,92,699,1,223,0.9892473118,0.7581344902,0.2311128216,0.1163084703,0.1040723982,0.160775076,0.421447368437,154,699,8,223,0.950617284,0.7581344902,0.1924827937,0.1805392732,0.1517241379,0.1675847036,0.399155076275,7,839,0,231,1,0.7841121495,0.2158878505,0.008274231678,0.008206330598,0.04226471449,0.399155076275,14,839,0,231,1,0.7841121495,0.2158878505,0.0164126612,0.01614763552,0.05952557556,0.409049758370,134,490,4,200,0.9710144928,0.7101449275,0.2608695652,0.2147435897,0.1758530184,0.2256213141,0.409049758370,363,490,31,200,0.921319797,0.7101449275,0.2111748694,0.4255568581,0.2910986367,0.248047232,,0.8,0.9,,,,,
"We value the enthusiasm and contentment of their employees as well as their fantastic reliability, Doris beams when talking about their cooperation with SONNENTOR.",0.584568921762,0.526710624083,0.452516673204,0.537857069818,0.566235287204,0.480053945903,,,2,0,0,1,0,0,,0.402841150147,37,723,0,224,1,0.7634635692,0.2365364308,0.04868421053,0.04642409034,0.1073107143,0.402841150147,129,723,8,224,0.9,0.8,17.81%,15.14%,13.04%,0.1443239697,0.398874569375,6,831,0,232,1,0.7817497648,0.2182502352,0.007168458781,0.007117437722,0.03955398608,0.398874569375,21,831,0,232,1,0.7817497648,0.2182502352,0.02464788732,0.02405498282,0.07334444222,0.419981209910,62,705,0,225,1,0.7580645161,0.2419354839,0.08083441982,0.07478890229,0.1398453234,0.419981209910,147,705,7,225,0.9545454545,0.7580645161,0.1964809384,0.1725352113,0.1461232604,0.1672470509,0.421592841496,92,698,1,224,0.9892473118,0.7570498915,0.2321974203,0.1164556962,0.1041902605,0.1612722037,0.421592841496,154,698,8,224,0.950617284,0.7570498915,0.1935673924,0.1807511737,0.1518737673,0.1682640654,0.399169265125,7,838,0,232,1,0.7831775701,0.2168224299,0.008284023669,0.008215962441,0.04238115314,0.399169265125,14,838,0,232,1,0.7831775701,0.2168224299,0.01643192488,0.01616628176,0.05968927777,0.409254600158,134,490,4,200,0.9710144928,0.7101449275,0.2608695652,0.2147435897,0.1758530184,0.2256213141,0.409254600158,362,490,32,200,0.9187817259,0.7101449275,0.2086367984,0.4248826291,0.290529695,0.2446807348,,0.8,0.9,,,,,
"They handcraft herbs and spices for SONNENTOR, with whom they have a partnership beyond borders.",0.459717575344,0.469035497545,0.420084286349,0.404960630719,0.536214694450,0.438922867243,,,0,0,0,0,1,0,,0.402895701184,37,722,0,225,1,0.762407603,0.237592397,0.0487483531,0.04648241206,0.1076208068,0.402895701184,129,722,8,225,0.9,0.8,17.92%,15.16%,13.06%,0.1449526848,0.398945995044,6,830,0,233,1,0.780809031,0.219190969,0.007177033493,0.007125890736,0.03966284061,0.398945995044,21,830,0,233,1,0.780809031,0.219190969,0.02467685076,0.02408256881,0.07354551536,0.419983867477,62,704,0,226,1,0.7569892473,0.2430107527,0.08093994778,0.07487922705,0.1402472019,0.419983867477,147,704,7,226,0.9545454545,0.7569892473,0.1975562072,0.1727379553,0.1462686567,0.1678996435,0.421613403679,92,697,1,225,0.9892473118,0.7559652928,0.233282019,0.1166032953,0.10430839,0.1617690663,0.421613403679,154,697,8,225,0.950617284,0.7559652928,0.1946519911,0.1809635723,0.152023692,0.1689425627,0.399394265377,7,837,0,233,1,0.7822429907,0.2177570093,0.008293838863,0.008225616921,0.04249754754,0.399394265377,14,837,0,233,1,0.7822429907,0.2177570093,0.01645123384,0.0161849711,0.0598529154,0.409587421570,134,489,4,201,0.9710144928,0.7086956522,0.2623188406,0.2150882825,0.1760840999,0.2265023013,0.409587421570,362,489,32,201,0.9187817259,0.7086956522,0.2100860737,0.4253819036,0.2907630522,0.2459955101,,0.8,0.9,,,,,
"Both family farms are in Bad Sooden-Allendorf, the geographic center of Germany.",0.395181649051,0.452469605874,0.379278665867,0.423363421390,0.403304295769,0.421582084662,,,0,0,0,0,0,0,,0.402932591180,37,721,0,226,1,0.7613516367,0.2386483633,0.04881266491,0.0465408805,0.1079308232,0.402932591180,129,721,8,226,0.9,0.8,18.03%,15.18%,13.07%,0.1455805248,0.399057922250,6,829,0,234,1,0.7798682973,0.2201317027,0.007185628743,0.007134363853,0.03977165687,0.399057922250,21,829,0,234,1,0.7798682973,0.2201317027,0.02470588235,0.02411021814,0.07374651144,0.420065721723,62,703,0,227,1,0.7559139785,0.2440860215,0.08104575163,0.07496977025,0.1406489782,0.420065721723,147,703,7,227,0.9545454545,0.7559139785,0.1986314761,0.1729411765,0.1464143426,0.1685514578,0.421876189444,92,696,1,226,0.9892473118,0.7548806941,0.2343666177,0.116751269,0.1044267877,0.162265671,0.421876189444,154,696,8,226,0.950617284,0.7548806941,0.1957365898,0.1811764706,0.152173913,0.1696202089,0.399493895657,7,836,0,234,1,0.7813084112,0.2186915888,0.008303677343,0.008235294118,0.04261389903,0.399493895657,14,836,0,234,1,0.7813084112,0.2186915888,0.01647058824,0.0162037037,0.06001649031,0.409598727737,134,488,4,202,0.9710144928,0.7072463768,0.2637681159,0.2154340836,0.1763157895,0.227382786,0.409598727737,362,488,32,202,0.9187817259,0.7072463768,0.2115353491,0.4258823529,0.2909967846,0.247308029,,0.8,0.9,,,,,
This is where the newcomers have found their place and inner balance in organic farming.,0.479653339727,0.543772676142,0.485808555139,0.484325133868,0.488566170613,0.502723999433,,,0,0,0,0,0,1,,0.403116932936,37,720,0,227,1,0.7602956705,0.2397043295,0.04887714663,0.04659949622,0.1082407671,0.403116932936,129,720,8,227,0.9,0.8,18.13%,15.19%,13.08%,0.1462075027,0.399081669086,6,828,0,235,1,0.7789275635,0.2210724365,0.007194244604,0.007142857143,0.0398804361,0.399081669086,21,828,0,235,1,0.7789275635,0.2210724365,0.02473498233,0.02413793103,0.07394743275,0.420355933821,62,702,0,228,1,0.7548387097,0.2451612903,0.08115183246,0.07506053269,0.1410506574,0.420355933821,147,702,7,228,0.9545454545,0.7548387097,0.1997067449,0.1731448763,0.146560319,0.1692025062,0.421926216452,92,695,1,227,0.9892473118,0.7537960954,0.2354512164,0.1168996188,0.1045454545,0.1627620247,0.421926216452,154,695,8,227,0.950617284,0.7537960954,0.1968211885,0.1813898704,0.1523244313,0.1702970173,0.399904305890,7,835,0,235,1,0.7803738318,0.2196261682,0.008313539192,0.008244994111,0.04273020895,0.399904305890,14,835,0,235,1,0.7803738318,0.2196261682,0.01648998822,0.01622247972,0.06018000438,0.409633656100,134,487,4,203,0.9710144928,0.7057971014,0.2652173913,0.2157809984,0.1765480896,0.2282627866,0.409633656100,362,487,32,203,0.9187817259,0.7057971014,0.2129846244,0.4263839812,0.291230893,0.2486183229,,0.8,0.9,,,,,
"They use this balance when cultivation lemon balm, savory, hyssop and tarragon, which is known to be a challenging plant.",0.459724551492,0.513654759529,0.510853348224,0.521430596081,0.519079289413,0.516376907861,,,0,0,0,0,0,0,,0.403361458372,37,719,0,228,1,0.7592397043,0.2407602957,0.04894179894,0.04665825977,0.1085506425,0.403361458372,129,719,8,228,0.9,0.8,18.24%,15.21%,13.10%,0.1468336314,0.399749252844,6,827,0,236,1,0.7779868297,0.2220131703,0.007202881152,0.007151370679,0.03998917953,0.399749252844,21,827,0,236,1,0.7779868297,0.2220131703,0.02476415094,0.02416570771,0.07414828157,0.420530993721,62,701,0,229,1,0.7537634409,0.2462365591,0.08125819135,0.07515151515,0.1414522444,0.420530993721,147,701,7,229,0.9545454545,0.7537634409,0.2007820137,0.1733490566,0.1467065868,0.1698528008,0.422140985358,92,694,1,228,0.9892473118,0.7527114967,0.2365358151,0.1170483461,0.1046643914,0.1632581344,0.422140985358,154,694,8,228,0.950617284,0.7527114967,0.1979057872,0.1816037736,0.1524752475,0.1709730008,0.400110597068,7,834,0,236,1,0.7794392523,0.2205607477,0.008323424495,0.008254716981,0.04284647861,0.400110597068,14,834,0,236,1,0.7794392523,0.2205607477,0.01650943396,0.0162412993,0.06034345945,0.409699556703,134,487,4,203,0.9710144928,0.7057971014,0.2652173913,0.2157809984,0.1765480896,0.2282627866,0.409699556703,361,487,33,203,0.9162436548,0.7057971014,0.2104465534,0.4257075472,0.2906602254,0.2452791012,,0.8,0.9,,,,,
