combined,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Manual,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Boxplots,,,,,Boxplot Data,0,0.25,0.75,1,,Boxplot Data,0.01,0.25,0.75,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The disposal routes can differ significantly from country to country due to different procedures and recycling processes.,0.545310871820,0.558262428628,0.549175685258,0.561924236127,0.480858211575,0.576556916442,,,0,0,0,0,0,1,,0.538436029382,37,598,0,349,1,0.631467793,0.368532207,0.05826771654,0.05505952381,0.1465384938,0.538436029382,126,598,11,349,0.9,0.6,28.82%,17.40%,14.63%,0.2033617847,0.563261557159,6,703,0,360,1,0.661335842,0.338664158,0.008462623413,0.008391608392,0.05353491602,0.563261557159,21,703,0,360,1,0.661335842,0.338664158,0.02900552486,0.02818791946,0.09911171301,0.529394605134,60,585,2,345,0.9677419355,0.6290322581,0.3387096774,0.09302325581,0.08486562942,0.171917596,0.529394605134,139,585,15,345,0.9025974026,0.6290322581,0.2735651445,0.1919889503,0.1583143508,0.202787912,0.548914422882,89,578,4,344,0.9569892473,0.6268980477,0.3300911996,0.1334332834,0.1171052632,0.2006265208,0.548914422882,146,578,16,344,0.9012345679,0.6268980477,0.2743365202,0.2016574586,0.164785553,0.2076758802,0.564446696720,7,710,0,360,1,0.6635514019,0.3364485981,0.009762900976,0.009668508287,0.05731242751,0.564446696720,14,710,0,360,1,0.6635514019,0.3364485981,0.01933701657,0.0189701897,0.08065923455,0.573038946518,108,434,30,256,0.7826086957,0.6289855072,0.1536231884,0.1992619926,0.1588235294,0.1204032482,0.573038946518,290,434,104,256,0.7360406091,0.6289855072,0.1070551019,0.4005524862,0.259391771,0.1093350712,,0.6,0.9,,,,,
Please ask your disposal company about the correct recycling of the tea envelopes.,0.538425204468,0.521251696079,0.502550037059,0.508345088973,0.480885410761,0.567197995829,,,0,0,0,0,0,1,,0.538521388143,37,597,0,350,1,0.6304118268,0.3695881732,0.05835962145,0.05514157973,0.1468639707,0.538521388143,126,597,11,350,0.9,0.6,28.93%,17.43%,14.65%,0.2039648152,0.563282975305,6,702,0,361,1,0.6603951082,0.3396048918,0.008474576271,0.008403361345,0.05364706476,0.563282975305,21,702,0,361,1,0.6603951082,0.3396048918,0.02904564315,0.02822580645,0.09931788611,0.529651405735,60,584,2,346,0.9677419355,0.6279569892,0.3397849462,0.09316770186,0.08498583569,0.1723490514,0.529651405735,139,584,15,346,0.9025974026,0.6279569892,0.2746404134,0.1922544952,0.1584948689,0.2034433643,0.549017914032,89,577,4,345,0.9569892473,0.625813449,0.3311757983,0.1336336336,0.117259552,0.2011479906,0.549017914032,146,577,16,345,0.9012345679,0.625813449,0.2754211189,0.2019363762,0.1649717514,0.2083518958,0.564539544688,7,709,0,361,1,0.6626168224,0.3373831776,0.009776536313,0.009681881051,0.05743203711,0.564539544688,14,709,0,361,1,0.6626168224,0.3373831776,0.0193637621,0.01899592944,0.08082702263,0.573079525932,108,433,30,257,0.7826086957,0.6275362319,0.1550724638,0.1996303142,0.1590574374,0.1214392831,0.573079525932,290,433,104,257,0.7360406091,0.6275362319,0.1085043773,0.4011065007,0.2596239928,0.1107381249,,0.6,0.9,,,,,
"Our previous tea envelopes had to be disposed of in the residual waste and, therefore, could not be recycled.",0.532887240236,0.504373336573,0.508175157156,0.506832816920,0.475892083711,0.567387098044,,,0,0,0,0,0,1,,0.538582259711,37,596,0,351,1,0.6293558606,0.3706441394,0.05845181675,0.0552238806,0.1471897527,0.538582259711,126,596,11,351,0.9,0.6,29.04%,17.45%,14.67%,0.2045678888,0.563285817309,6,701,0,362,1,0.6594543744,0.3405456256,0.008486562942,0.008415147265,0.05375929581,0.563285817309,21,701,0,362,1,0.6594543744,0.3405456256,0.02908587258,0.02826379542,0.09952420144,0.529702093727,60,583,2,347,0.9677419355,0.6268817204,0.3408602151,0.0933125972,0.08510638298,0.172780781,0.529702093727,139,583,15,347,0.9025974026,0.6268817204,0.2757156822,0.1925207756,0.1586757991,0.204098785,0.549236133215,89,576,4,346,0.9569892473,0.6247288503,0.332260397,0.1338345865,0.117414248,0.2016697081,0.549236133215,146,576,16,346,0.9012345679,0.6247288503,0.2765057176,0.2022160665,0.165158371,0.2090278723,0.564574153591,7,708,0,362,1,0.661682243,0.338317757,0.00979020979,0.009695290859,0.05755173166,0.564574153591,14,708,0,362,1,0.661682243,0.338317757,0.01939058172,0.01902173913,0.08099492647,0.573133992324,108,432,30,258,0.7826086957,0.6260869565,0.1565217391,0.2,0.1592920354,0.1224744871,0.573133992324,290,432,104,258,0.7360406091,0.6260869565,0.1099536526,0.4016620499,0.2598566308,0.1121397112,,0.6,0.9,,,,,
The change from old to new envelopes is ongoing.,0.600631114065,0.596971219876,0.610838431258,0.591881248346,0.568398948589,0.594003331082,,,0,0,0,0,0,1,,0.538600939432,37,595,0,352,1,0.6282998944,0.3717001056,0.0585443038,0.0553064275,0.1475158429,0.538600939432,126,595,11,352,0.9,0.6,29.14%,17.48%,14.69%,0.2051710114,0.563446319461,6,700,0,363,1,0.6585136406,0.3414863594,0.008498583569,0.008426966292,0.05387160999,0.563446319461,21,700,0,363,1,0.6585136406,0.3414863594,0.02912621359,0.02830188679,0.09973066049,0.529766706927,60,582,2,348,0.9677419355,0.6258064516,0.3419354839,0.09345794393,0.08522727273,0.1732127889,0.529766706927,139,582,15,348,0.9025974026,0.6258064516,0.276790951,0.1927877947,0.1588571429,0.2047541805,0.549690018211,89,575,4,347,0.9569892473,0.6236442516,0.3333449957,0.1340361446,0.1175693527,0.202191678,0.549690018211,146,575,16,347,0.9012345679,0.6236442516,0.2775903163,0.2024965326,0.1653454134,0.2097038166,0.564591077929,7,707,0,363,1,0.6607476636,0.3392523364,0.009803921569,0.009708737864,0.05767151202,0.564591077929,14,707,0,363,1,0.6607476636,0.3392523364,0.01941747573,0.01904761905,0.08116294726,0.573295990241,108,431,30,259,0.7826086957,0.6246376812,0.1579710145,0.2003710575,0.1595273264,0.1235088824,0.573295990241,290,431,104,259,0.7360406091,0.6246376812,0.111402928,0.4022191401,0.2600896861,0.1135398502,,0.6,0.9,,,,,
"You can recognise the new envelopes by the QR code printed on them, where you can learn more about the packaging.",0.567391999939,0.584024306386,0.581508373976,0.558024633953,0.548708503740,0.555167889587,,,0,0,0,0,0,1,,0.538726884705,37,594,0,353,1,0.6272439282,0.3727560718,0.05863708399,0.05538922156,0.1478422439,0.538726884705,126,594,11,353,0.9,0.6,29.25%,17.50%,14.70%,0.2057741889,0.563483519508,6,700,0,363,1,0.6585136406,0.3414863594,0.008498583569,0.008426966292,0.05387160999,0.563483519508,20,700,1,363,0.9523809524,0.6585136406,0.2938673117,0.02777777778,0.02699055331,0.08576510422,0.529766707694,60,581,2,349,0.9677419355,0.6247311828,0.3430107527,0.09360374415,0.0853485064,0.1736450791,0.529766707694,139,581,15,349,0.9025974026,0.6247311828,0.2778662198,0.1930555556,0.1590389016,0.2054095577,0.550027370766,88,575,5,347,0.9462365591,0.6236442516,0.3225923075,0.1327300151,0.1164021164,0.1955387551,0.550027370766,145,575,17,347,0.8950617284,0.6236442516,0.2714174768,0.2013888889,0.164399093,0.2049008861,0.564692616881,7,706,0,364,1,0.6598130841,0.3401869159,0.009817671809,0.009722222222,0.05779137906,0.564692616881,14,706,0,364,1,0.6598130841,0.3401869159,0.01944444444,0.01907356948,0.08133108623,0.573319706146,108,430,30,260,0.7826086957,0.6231884058,0.1594202899,0.2007434944,0.1597633136,0.1245424905,0.573319706146,290,430,104,260,0.7360406091,0.6231884058,0.1128522033,0.4027777778,0.2603231598,0.1149385619,,0.6,0.9,,,,,
"When you dispose of the envelopes correctly, you help recycle the material.",0.559986740861,0.566652221229,0.534563001683,0.541219085706,0.514161671372,0.598095221359,,,0,0,0,0,0,2,,0.538764628910,37,593,0,354,1,0.626187962,0.373812038,0.05873015873,0.05547226387,0.1481689587,0.538764628910,126,593,11,354,0.9,0.6,29.35%,17.52%,14.72%,0.2063774271,0.563725597806,6,699,0,364,1,0.6575729069,0.3424270931,0.008510638298,0.008438818565,0.05398400812,0.563725597806,20,699,1,364,0.9523809524,0.6575729069,0.2948080455,0.02781641168,0.02702702703,0.08598144385,0.529814483624,60,580,2,350,0.9677419355,0.623655914,0.3440860215,0.09375,0.08547008547,0.174077656,0.529814483624,139,580,15,350,0.9025974026,0.623655914,0.2789414886,0.1933240612,0.1592210767,0.2060649232,0.550090766900,88,574,5,348,0.9462365591,0.6225596529,0.3236769062,0.1329305136,0.1165562914,0.1960660059,0.550090766900,145,574,17,348,0.8950617284,0.6225596529,0.2725020755,0.2016689847,0.1645856981,0.2055804937,0.564729241781,7,705,0,365,1,0.6588785047,0.3411214953,0.009831460674,0.009735744089,0.05791133366,0.564729241781,14,705,0,365,1,0.6588785047,0.3411214953,0.01947148818,0.01909959072,0.08149934456,0.573470082326,108,430,30,260,0.7826086957,0.6231884058,0.1594202899,0.2007434944,0.1597633136,0.1245424905,0.573470082326,289,430,105,260,0.7335025381,0.6231884058,0.1103141323,0.4019471488,0.2596585804,0.1122775512,,0.6,0.9,,,,,
"When you find a tea bag envelope without a QR code, you know it is an old envelope and belongs in the residual waste.",0.582044840399,0.536588289793,0.533537540165,0.520764882877,0.496335241775,0.565697326409,,,0,0,0,0,0,2,,0.539221529651,37,593,0,354,1,0.626187962,0.373812038,0.05873015873,0.05547226387,0.1481689587,0.539221529651,125,593,12,354,0.9,0.6,28.62%,17.41%,14.62%,0.2011100135,0.563831549660,6,698,0,365,1,0.6566321731,0.3433678269,0.008522727273,0.008450704225,0.05409649104,0.563831549660,20,698,1,365,0.9523809524,0.6566321731,0.2957487793,0.0278551532,0.02706359946,0.08619785834,0.529842485413,60,580,2,350,0.9677419355,0.623655914,0.3440860215,0.09375,0.08547008547,0.174077656,0.529842485413,138,580,16,350,0.8961038961,0.623655914,0.2724479821,0.1922005571,0.1582568807,0.2011326916,0.550091604899,88,573,5,349,0.9462365591,0.6214750542,0.3247615049,0.1331316188,0.1167108753,0.196593484,0.550091604899,145,573,17,349,0.8950617284,0.6214750542,0.2735866742,0.2019498607,0.1647727273,0.2062600615,0.564802690908,7,704,0,366,1,0.6579439252,0.3420560748,0.009845288326,0.009749303621,0.05803137668,0.564802690908,14,704,0,366,1,0.6579439252,0.3420560748,0.01949860724,0.01912568306,0.08166772347,0.573592111205,108,430,30,260,0.7826086957,0.6231884058,0.1594202899,0.2007434944,0.1597633136,0.1245424905,0.573592111205,288,430,106,260,0.730964467,0.6231884058,0.1077760612,0.4011142061,0.2589928058,0.1096206062,,0.6,0.9,,,,,
29  158.,0.512802506646,0.517586419358,0.518470935019,0.508551352371,0.510591639192,0.484540996145,,,0,0,0,0,0,0,,0.539288841784,37,592,0,355,1,0.6251319958,0.3748680042,0.05882352941,0.05555555556,0.1484959901,0.539288841784,125,592,12,355,0.9,0.6,28.73%,17.43%,14.64%,0.2017173073,0.563873619439,6,697,0,366,1,0.6556914393,0.3443085607,0.00853485064,0.008462623413,0.05420905957,0.563873619439,20,697,1,366,0.9523809524,0.6556914393,0.2966895131,0.02789400279,0.027100271,0.08641434958,0.529899744741,60,579,2,351,0.9677419355,0.6225806452,0.3451612903,0.09389671362,0.08559201141,0.1745105234,0.529899744741,138,579,16,351,0.8961038961,0.6225806452,0.2735232509,0.1924686192,0.1584385763,0.2017917814,0.550273995103,88,572,5,350,0.9462365591,0.6203904555,0.3258461036,0.1333333333,0.1168658699,0.1971211947,0.550273995103,145,572,17,350,0.8950617284,0.6203904555,0.2746712729,0.2022315202,0.164960182,0.2069395965,0.564869005974,7,703,0,367,1,0.6570093458,0.3429906542,0.00985915493,0.009762900976,0.058151509,0.564869005974,14,703,0,367,1,0.6570093458,0.3429906542,0.01952580195,0.01915184679,0.08183622417,0.573763628158,108,430,30,260,0.7826086957,0.6231884058,0.1594202899,0.2007434944,0.1597633136,0.1245424905,0.573763628158,287,430,107,260,0.7284263959,0.6231884058,0.1052379901,0.40027894,0.2583258326,0.1069676837,,0.6,0.9,,,,,
99  147.,0.507994616211,0.502275174140,0.516061366026,0.500778864508,0.493203745875,0.449554813455,,,0,0,0,0,0,0,,0.539301164773,37,591,0,356,1,0.6240760296,0.3759239704,0.05891719745,0.05563909774,0.1488233409,0.539301164773,125,591,12,356,0.9,0.6,28.83%,17.46%,14.65%,0.2023246491,0.563958988039,6,696,0,367,1,0.6547507056,0.3452492944,0.008547008547,0.008474576271,0.05432171454,0.563958988039,20,696,1,367,0.9523809524,0.6547507056,0.2976302468,0.02793296089,0.02713704206,0.08663091943,0.530315626339,60,578,2,352,0.9677419355,0.6215053763,0.3462365591,0.09404388715,0.08571428571,0.1749436856,0.530315626339,138,578,16,352,0.8961038961,0.6215053763,0.2745985198,0.1927374302,0.1586206897,0.2024508507,0.550318543505,88,571,5,351,0.9462365591,0.6193058568,0.3269307023,0.1335356601,0.1170212766,0.1976491432,0.550318543505,145,571,17,351,0.8950617284,0.6193058568,0.2757558716,0.2025139665,0.1651480638,0.2076191056,0.565101428512,7,702,0,368,1,0.6560747664,0.3439252336,0.009873060649,0.009776536313,0.05827173149,0.565101428512,14,702,0,368,1,0.6560747664,0.3439252336,0.01955307263,0.01917808219,0.08200484785,0.573899850134,108,429,30,261,0.7826086957,0.6217391304,0.1608695652,0.2011173184,0.16,0.1255753332,0.573899850134,287,429,107,261,0.7284263959,0.6217391304,0.1066872655,0.4008379888,0.2585585586,0.1083689386,,0.6,0.9,,,,,
"Compared to other infusion bags, they are more economical and are great way to enjoy loose teas.",0.535256644854,0.528061914260,0.574333823227,0.552078230566,0.506903595374,0.552960287598,,,0,0,0,0,0,0,,0.539649433575,37,590,0,357,1,0.6230200634,0.3769799366,0.05901116427,0.05572289157,0.149151014,0.539649433575,125,590,12,357,0.9,0.6,28.94%,17.48%,14.67%,0.2029320449,0.563980563102,6,695,0,368,1,0.6538099718,0.3461900282,0.008559201141,0.008486562942,0.05443445678,0.563980563102,20,695,1,368,0.9523809524,0.6538099718,0.2985709806,0.02797202797,0.02717391304,0.08684756975,0.530320670684,60,577,2,353,0.9677419355,0.6204301075,0.347311828,0.09419152276,0.08583690987,0.1753771467,0.530320670684,138,577,16,353,0.8961038961,0.6204301075,0.2756737886,0.193006993,0.1588032221,0.2031099062,0.550420897977,88,570,5,352,0.9462365591,0.6182212581,0.328015301,0.1337386018,0.1171770972,0.1981773345,0.550420897977,145,570,17,352,0.8950617284,0.6182212581,0.2768404703,0.2027972028,0.165336374,0.2082985957,0.565237000554,7,701,0,369,1,0.6551401869,0.3448598131,0.00988700565,0.00979020979,0.05839204501,0.565237000554,14,701,0,369,1,0.6551401869,0.3448598131,0.01958041958,0.01920438957,0.08217359574,0.573963694909,108,428,30,262,0.7826086957,0.6202898551,0.1623188406,0.2014925373,0.1602373887,0.126607432,0.573963694909,287,428,107,262,0.7284263959,0.6202898551,0.1081365409,0.4013986014,0.2587917042,0.1097688022,,0.6,0.9,,,,,
Our pyramid bags are made from sugarcane.,0.537138831716,0.519092216946,0.549667749978,0.535714084607,0.516993641400,0.596254824851,,,0,0,0,0,0,1,,0.539656245926,37,589,0,358,1,0.6219640971,0.3780359029,0.05910543131,0.05580693816,0.1494790122,0.539656245926,125,589,12,358,0.9,0.6,29.04%,17.51%,14.69%,0.2035395004,0.564175600881,6,694,0,369,1,0.652869238,0.347130762,0.008571428571,0.008498583569,0.05454728711,0.564175600881,20,694,1,369,0.9523809524,0.652869238,0.2995117144,0.02801120448,0.02721088435,0.08706430242,0.530391672940,60,576,2,354,0.9677419355,0.6193548387,0.3483870968,0.09433962264,0.08595988539,0.1758109108,0.530391672940,138,576,16,354,0.8961038961,0.6193548387,0.2767490574,0.1932773109,0.1589861751,0.2037689545,0.550507464410,88,570,5,352,0.9462365591,0.6182212581,0.328015301,0.1337386018,0.1171770972,0.1981773345,0.550507464410,144,570,18,352,0.8888888889,0.6182212581,0.2706676308,0.2016806723,0.1643835616,0.2035210438,0.565261508088,7,700,0,370,1,0.6542056075,0.3457943925,0.009900990099,0.009803921569,0.05851245044,0.565261508088,14,700,0,370,1,0.6542056075,0.3457943925,0.01960784314,0.01923076923,0.08234246903,0.574278538531,108,428,30,262,0.7826086957,0.6202898551,0.1623188406,0.2014925373,0.1602373887,0.126607432,0.574278538531,286,428,108,262,0.7258883249,0.6202898551,0.1055984698,0.4005602241,0.2581227437,0.1071224047,,0.6,0.9,,,,,
"These are not individually packed but collected in a bag made of wood fiber film, protected by a cardboard box.",0.570771151573,0.537786369275,0.562390113643,0.565940597989,0.512352020122,0.560489153944,,,0,0,0,0,0,1,,0.539908512354,37,588,0,359,1,0.6209081309,0.3790918691,0.0592,0.05589123867,0.1498073384,0.539908512354,125,588,12,359,0.9,0.6,29.15%,17.53%,14.71%,0.2041470217,0.564195778238,6,693,0,370,1,0.6519285042,0.3480714958,0.008583690987,0.008510638298,0.05466020638,0.564195778238,20,693,1,370,0.9523809524,0.6519285042,0.3004524481,0.02805049088,0.0272479564,0.08728111929,0.530492859562,60,575,2,355,0.9677419355,0.6182795699,0.3494623656,0.09448818898,0.08608321377,0.176244982,0.530492859562,138,575,16,355,0.8961038961,0.6182795699,0.2778243262,0.1935483871,0.1591695502,0.2044280023,0.550530800710,88,569,5,353,0.9462365591,0.6171366594,0.3290998997,0.1339421613,0.1173333333,0.1987057738,0.550530800710,144,569,18,353,0.8888888889,0.6171366594,0.2717522295,0.2019635344,0.1645714286,0.2042040559,0.565276956839,7,699,0,371,1,0.653271028,0.346728972,0.009915014164,0.009817671809,0.05863294866,0.565276956839,14,699,0,371,1,0.653271028,0.346728972,0.01963534362,0.01925722146,0.08251146894,0.574319883112,108,428,30,262,0.7826086957,0.6202898551,0.1623188406,0.2014925373,0.1602373887,0.126607432,0.574319883112,285,428,109,262,0.7233502538,0.6202898551,0.1030603987,0.3997194951,0.2574525745,0.1044799016,,0.6,0.9,,,,,
99  149.,0.512157798032,0.506017010285,0.512745747288,0.491500160924,0.494418423350,0.443783130150,,,0,0,0,0,0,0,,0.539908512354,37,588,0,359,1,0.6209081309,0.3790918691,0.0592,0.05589123867,0.1498073384,0.539908512354,125,588,12,359,0.9,0.6,29.15%,17.53%,14.71%,0.2041470217,0.564202250941,6,692,0,371,1,0.6509877705,0.3490122295,0.008595988539,0.008522727273,0.0547732154,0.564202250941,20,692,1,371,0.9523809524,0.6509877705,0.3013931819,0.02808988764,0.0272851296,0.08749802221,0.530524448637,60,574,2,356,0.9677419355,0.6172043011,0.3505376344,0.09463722397,0.08620689655,0.1766793644,0.530524448637,138,574,16,356,0.8961038961,0.6172043011,0.278899595,0.1938202247,0.1593533487,0.2050870563,0.550546828430,88,568,5,354,0.9462365591,0.6160520607,0.3301844984,0.1341463415,0.1174899866,0.1992344663,0.550546828430,144,568,18,354,0.8888888889,0.6160520607,0.2728368282,0.202247191,0.1647597254,0.2048870423,0.565349808656,7,698,0,372,1,0.6523364486,0.3476635514,0.009929078014,0.009831460674,0.05875354053,0.565349808656,14,698,0,372,1,0.6523364486,0.3476635514,0.01966292135,0.01928374656,0.08268059668,0.574352105675,108,427,30,263,0.7826086957,0.6188405797,0.1637681159,0.2018691589,0.1604754829,0.1276388081,0.574352105675,285,427,109,263,0.7233502538,0.6188405797,0.1045096741,0.4002808989,0.2576853526,0.1058809143,,0.6,0.9,,,,,
"Anyone who founds a new company here surely hasnt done well at business studies, right?",0.555990663450,0.562291064554,0.612593410455,0.601900264398,0.540110284268,0.550766064979,,,0,0,0,0,0,0,,0.539913781072,37,586,0,361,1,0.6187961985,0.3812038015,0.05939004815,0.05606060606,0.1504649864,0.539913781072,125,586,12,361,0.9,0.6,29.36%,17.58%,14.74%,0.2053622847,0.564230256507,6,691,0,372,1,0.6500470367,0.3499529633,0.008608321377,0.00853485064,0.05488631501,0.564230256507,20,691,1,372,0.9523809524,0.6500470367,0.3023339157,0.02812939522,0.02732240437,0.08771501303,0.530529423941,60,573,2,357,0.9677419355,0.6161290323,0.3516129032,0.09478672986,0.08633093525,0.1771140622,0.530529423941,138,573,16,357,0.8961038961,0.6161290323,0.2799748638,0.194092827,0.1595375723,0.2057461231,0.550678329079,88,567,5,355,0.9462365591,0.614967462,0.3312690971,0.134351145,0.1176470588,0.1997634171,0.550678329079,144,567,18,355,0.8888888889,0.614967462,0.2739214268,0.2025316456,0.1649484536,0.2055700099,0.565399944067,7,697,0,373,1,0.6514018692,0.3485981308,0.009943181818,0.009845288326,0.05887422693,0.565399944067,14,697,0,373,1,0.6514018692,0.3485981308,0.01969057665,0.01931034483,0.08284985345,0.574387907854,107,427,31,263,0.7753623188,0.6188405797,0.1565217391,0.2003745318,0.1592261905,0.1218974048,0.574387907854,284,427,110,263,0.7208121827,0.6188405797,0.101971603,0.3994374121,0.2570135747,0.1032434923,,0.6,0.9,,,,,
Rather top grades at biology!,0.497026700678,0.498056809506,0.564585629750,0.527517250348,0.498549294428,0.532910743244,,,0,0,0,0,0,0,,0.540138407970,37,585,0,362,1,0.6177402323,0.3822597677,0.05948553055,0.05614567527,0.1507943138,0.540138407970,125,585,12,362,0.9,0.6,29.47%,17.61%,14.76%,0.2059700382,0.564505888659,6,690,0,373,1,0.6491063029,0.3508936971,0.008620689655,0.008547008547,0.05499950604,0.564505888659,20,690,1,373,0.9523809524,0.6491063029,0.3032746495,0.02816901408,0.02735978112,0.08793209362,0.530695629952,60,572,2,358,0.9677419355,0.6150537634,0.352688172,0.09493670886,0.08645533141,0.1775490793,0.530695629952,138,572,16,358,0.8961038961,0.6150537634,0.2810501327,0.1943661972,0.1597222222,0.2064052093,0.550726860906,88,566,5,356,0.9462365591,0.6138828633,0.3323536958,0.1345565749,0.1178045515,0.2002926314,0.550726860906,144,566,18,356,0.8888888889,0.6138828633,0.2750060255,0.2028169014,0.1651376147,0.2062529657,0.565420382529,7,696,0,374,1,0.6504672897,0.3495327103,0.009957325747,0.00985915493,0.05899500873,0.565420382529,14,696,0,374,1,0.6504672897,0.3495327103,0.01971830986,0.01933701657,0.08301924046,0.574456660643,107,426,31,264,0.7753623188,0.6173913043,0.1579710145,0.200750469,0.1594634873,0.122932548,0.574456660643,284,426,110,264,0.7208121827,0.6173913043,0.1034208784,0.4,0.2572463768,0.1046443785,,0.6,0.9,,,,,
"With the distribution of herbs and spices, SONNENTOR has created numerous jobs in recent years.",0.559732453249,0.565429073770,0.605237659811,0.624131144236,0.568130572590,0.634940637032,,,0,2,0,0,0,0,,0.540458734476,37,584,0,363,1,0.6166842661,0.3833157339,0.05958132045,0.05623100304,0.1511239808,0.540458734476,125,584,12,363,0.9,0.6,29.57%,17.63%,14.78%,0.2065778807,0.564585629750,6,689,0,374,1,0.6481655691,0.3518344309,0.008633093525,0.008559201141,0.05511278932,0.564585629750,20,689,1,374,0.9523809524,0.6481655691,0.3042153832,0.02820874471,0.02739726027,0.0881492658,0.530783524612,60,571,2,359,0.9677419355,0.6139784946,0.3537634409,0.09508716323,0.08658008658,0.1779844201,0.530783524612,138,571,16,359,0.8961038961,0.6139784946,0.2821254015,0.1946403385,0.1599073001,0.2070643214,0.550921381336,88,565,5,357,0.9462365591,0.6127982646,0.3334382945,0.134762634,0.1179624665,0.2008221142,0.550921381336,144,565,18,357,0.8888888889,0.6127982646,0.2760906242,0.2031029619,0.1653272101,0.2069359166,0.565590992711,7,695,0,375,1,0.6495327103,0.3504672897,0.009971509972,0.009873060649,0.05911588682,0.565590992711,14,695,0,375,1,0.6495327103,0.3504672897,0.0197461213,0.0193637621,0.08318875894,0.574473623530,107,425,31,265,0.7753623188,0.615942029,0.1594202899,0.2011278195,0.1597014925,0.1239669771,0.574473623530,284,425,110,265,0.7208121827,0.615942029,0.1048701538,0.4005641749,0.2574796011,0.1060439288,,0.6,0.9,,,,,
"It all began 30 years ago, when Johannes Gutmann convinced three farming families to grow organic herbs and spices for SONNENTOR.",0.582871868785,0.588735798559,0.596401951967,0.625718565028,0.580623947441,0.633326262090,,,0,0,0,0,0,1,,0.540621773684,37,583,0,364,1,0.6156282999,0.3843717001,0.05967741935,0.05631659056,0.1514539902,0.540621773684,125,583,12,364,0.9,0.6,29.68%,17.66%,14.79%,0.207185818,0.564585629750,6,689,0,374,1,0.6481655691,0.3518344309,0.008633093525,0.008559201141,0.05511278932,0.564585629750,20,689,1,374,0.9523809524,0.6481655691,0.3042153832,0.02820874471,0.02739726027,0.0881492658,0.530928771119,60,570,2,360,0.9677419355,0.6129032258,0.3548387097,0.09523809524,0.08670520231,0.1784200885,0.530928771119,138,570,16,360,0.8961038961,0.6129032258,0.2832006703,0.1949152542,0.1600928074,0.2077234659,0.551026587734,88,564,5,358,0.9462365591,0.6117136659,0.3345228932,0.1349693252,0.1181208054,0.2013518706,0.551026587734,144,564,18,358,0.8888888889,0.6117136659,0.2771752229,0.2033898305,0.1655172414,0.2076188695,0.565670128901,7,694,0,376,1,0.6485981308,0.3514018692,0.009985734665,0.00988700565,0.05923686205,0.565670128901,14,694,0,376,1,0.6485981308,0.3514018692,0.0197740113,0.01939058172,0.08335841008,0.574559900534,107,424,31,266,0.7753623188,0.6144927536,0.1608695652,0.2015065913,0.1599402093,0.1250007133,0.574559900534,284,424,110,266,0.7208121827,0.6144927536,0.1063194291,0.4011299435,0.2577132486,0.1074421625,,0.6,0.9,,,,,
A perspective that was in line with the farmers ethics and at the same time ensured their livelihood.,0.625517892407,0.615288375451,0.630703783829,0.630819655490,0.584920226622,0.667129566613,,,0,2,0,0,1,0,,0.540702753489,37,582,0,365,1,0.6145723337,0.3854276663,0.05977382876,0.05640243902,0.1517843448,0.540702753489,125,582,12,365,0.9,0.6,29.78%,17.68%,14.81%,0.2077938559,0.564635548896,6,687,0,376,1,0.6462841016,0.3537158984,0.008658008658,0.008583690987,0.05533963598,0.564635548896,20,687,1,376,0.9523809524,0.6462841016,0.3060968508,0.02828854314,0.02747252747,0.08858389234,0.531188977712,60,570,2,360,0.9677419355,0.6129032258,0.3548387097,0.09523809524,0.08670520231,0.1784200885,0.531188977712,137,570,17,360,0.8896103896,0.6129032258,0.2767071638,0.1937765205,0.1591173055,0.2028345139,0.551033022642,88,563,5,359,0.9462365591,0.6106290672,0.3356074919,0.1351766513,0.1182795699,0.2018819058,0.551033022642,144,563,18,359,0.8888888889,0.6106290672,0.2782598216,0.2036775106,0.16570771,0.2083018314,0.565726291066,7,693,0,377,1,0.6476635514,0.3523364486,0.01,0.009900990099,0.05935793532,0.565726291066,14,693,0,377,1,0.6476635514,0.3523364486,0.0198019802,0.01941747573,0.08352819511,0.574754931960,107,423,31,267,0.7753623188,0.6130434783,0.1623188406,0.2018867925,0.1601796407,0.1260337776,0.574754931960,284,423,110,267,0.7208121827,0.6130434783,0.1077687045,0.4016973126,0.2579473206,0.1088390986,,0.6,0.9,,,,,
